date,all_wpd,,,move,,Date,WIP,,,WIP,,DATE,move,WIP
,,,,,,2022/3/5,600,,,,,,,
,,,,,,2022/3/5,1427,,,,,,,
,,,,,,2022/3/5,42,,,,,,,
,,,,,,2022/3/5,463,,,,,,,
,,,,,,2022/3/5,471,,,,,,,
,,,,,,2022/3/5,196,,,,,,,
,,,,,,2022/3/5,54,,,,,,,
,,,,,,2021/9/11,21,,,,,,,
,,,,,,2021/9/11,1667,,,,,,,
,,,,,,2022/3/14,100,,,,,,,
,,,,,,2022/3/14,700,,,,,,,
,,,,,,2021/11/2,25,,,,,,,
,,,,,,2021/11/2,0,,,,,,,
,,,,,,2021/11/2,598,,,,,,,
,,,,,,2021/11/2,100,,,,,,,
,,,,,,2021/11/2,100,,,,,,,
,,,,,,2022/1/5,50,,,,,,,
,,,,,,2022/1/5,1538,,,,,,,
,,,,,,2022/1/5,96,,,,,,,
,,,,,,2022/1/5,50,,,,,,,
,,,,,,2022/1/5,300,,,,,,,
,,,,,,2021/9/6,171,,,,,,,
,,,,,,2021/9/6,425,,,,,,,
,,,,,,2021/9/6,496,,,,,,,
,,,,,,2021/9/11,25,,,,,,,
,,,,,,2021/9/11,0,,,,,,,
,,,,,,2021/9/11,0,,,,,,,
,,,,,,2021/9/11,125,,,,,,,
,,,,,,2021/9/11,325,,,,,,,
,,,,,,2021/9/11,275,,,,,,,
,,,,,,2021/9/11,0,,,,,,,
,,,,,,2021/9/11,250,,,,,,,
,,,,,,2022/3/14,721,,,,,,,
,,,,,,2022/3/14,0,,,,,,,
,,,,,,2022/3/14,1354,,,,,,,
,,,,,,2022/3/14,0,,,,,,,
,,,,,,2022/3/14,225,,,,,,,
,,,,,,2021/9/1,513,,,,,,,
,,,,,,2021/9/1,50,,,,,,,
,,,,,,2021/11/2,0,,,,,,,
,,,,,,2021/11/2,250,,,,,,,
,,,,,,2021/11/2,150,,,,,,,
,,,,,,2021/11/2,50,,,,,,,
,,,,,,2021/11/2,149,,,,,,,
,,,,,,2022/1/5,125,,,,,,,
,,,,,,2022/1/5,0,,,,,,,
,,,,,,2022/1/5,773,,,,,,,
,,,,,,2021/9/6,187,,,,,,,
,,,,,,2021/9/6,100,,,,,,,
,,,,,,2021/9/6,46,,,,,,,
,,,,,,2021/9/11,50,,,,,,,
,,,,,,2021/9/1,371,,,,,,,
,,,,,,2021/9/1,0,,,,,,,
,,,,,,2021/9/1,100,,,,,,,
,,,,,,2021/9/1,879,,,,,,,
,,,,,,2021/9/1,200,,,,,,,
,,,,,,2021/9/1,250,,,,,,,
,,,,,,2021/9/1,0,,,,,,,
,,,,,,2021/9/1,0,,,,,,,
,,,,,,2021/9/1,75,,,,,,,
,,,,,,2021/9/1,874,,,,,,,
,,,,,,2021/11/18,24,,,,,,,
,,,,,,2021/11/18,21,,,,,,,
,,,,,,2021/11/18,25,,,,,,,
,,,,,,2021/11/28,607,,,,,,,
,,,,,,2022/7/31,777,,,,,,,
,,,,,,2022/7/31,94,,,,,,,
,,,,,,2022/1/20,450,,,,,,,
,,,,,,2022/7/31,246,,,,,,,
,,,,,,2022/7/31,274,,,,,,,
,,,,,,2022/7/31,25,,,,,,,
,,,,,,2022/7/31,498,,,,,,,
,,,,,,2021/9/1,25,,,,,,,
,,,,,,2021/9/1,0,,,,,,,
,,,,,,2021/9/1,41,,,,,,,
,,,,,,2021/9/1,50,,,,,,,
,,,,,,2021/11/18,0,,,,,,,
,,,,,,2021/11/18,0,,,,,,,
,,,,,,2021/11/18,75,,,,,,,
,,,,,,2021/11/18,399,,,,,,,
,,,,,,2021/11/18,729,,,,,,,
,,,,,,2021/11/18,0,,,,,,,
,,,,,,2021/11/18,53,,,,,,,
,,,,,,2021/11/18,0,,,,,,,
,,,,,,2021/11/28,125,,,,,,,
,,,,,,2021/11/28,548,,,,,,,
,,,,,,2022/7/31,0,,,,,,,
,,,,,,2022/7/31,0,,,,,,,
,,,,,,2022/7/31,150,,,,,,,
,,,,,,2022/1/20,21,,,,,,,
,,,,,,2022/1/20,71,,,,,,,
,,,,,,2022/1/20,0,,,,,,,
,,,,,,2022/1/20,0,,,,,,,
,,,,,,2022/1/20,42,,,,,,,
,,,,,,2022/7/31,175,,,,,,,
,,,,,,2022/7/31,1113,,,,,,,
,,,,,,2022/7/31,173,,,,,,,
,,,,,,2022/7/31,0,,,,,,,
,,,,,,2022/7/31,268,,,,,,,
,,,,,,2022/7/31,153,,,,,,,
,,,,,,2022/3/14,0,,,,,,,
,,,,,,2022/3/14,0,,,,,,,
,,,,,,2022/3/14,171,,,,,,,
,,,,,,2021/11/29,25,,,,,,,
,,,,,,2021/11/29,34,,,,,,,
,,,,,,2021/11/29,550,,,,,,,
,,,,,,2021/11/29,875,,,,,,,
,,,,,,2021/11/18,71,,,,,,,
,,,,,,2021/11/18,0,,,,,,,
,,,,,,2021/9/26,0,,,,,,,
,,,,,,2021/9/26,100,,,,,,,
,,,,,,2021/9/26,100,,,,,,,
,,,,,,2021/9/26,262,,,,,,,
,,,,,,2021/9/26,31,,,,,,,
,,,,,,2021/11/28,25,,,,,,,
,,,,,,2021/11/28,0,,,,,,,
,,,,,,2021/11/28,250,,,,,,,
,,,,,,2021/11/28,125,,,,,,,
,,,,,,2021/11/28,150,,,,,,,
,,,,,,2022/7/31,192,,,,,,,
,,,,,,2022/7/31,25,,,,,,,
,,,,,,2022/7/31,475,,,,,,,
,,,,,,2022/1/20,325,,,,,,,
,,,,,,2022/7/31,18,,,,,,,
,,,,,,2022/7/31,175,,,,,,,
,,,,,,2022/7/31,692,,,,,,,
,,,,,,2022/7/31,200,,,,,,,
,,,,,,2021/11/29,75,,,,,,,
,,,,,,2021/11/29,25,,,,,,,
,,,,,,2021/11/29,0,,,,,,,
,,,,,,2021/11/29,0,,,,,,,
,,,,,,2021/11/29,150,,,,,,,
,,,,,,2021/11/29,46,,,,,,,
,,,,,,2021/11/29,0,,,,,,,
,,,,,,2021/11/18,0,,,,,,,
,,,,,,2021/11/18,0,,,,,,,
,,,,,,2021/11/18,375,,,,,,,
,,,,,,2021/11/18,0,,,,,,,
,,,,,,2021/11/18,0,,,,,,,
,,,,,,2021/9/26,500,,,,,,,
,,,,,,2021/9/26,0,,,,,,,
,,,,,,2021/9/26,25,,,,,,,
,,,,,,2021/9/26,300,,,,,,,
,,,,,,2021/11/28,0,,,,,,,
,,,,,,2021/11/28,0,,,,,,,
,,,,,,2021/11/28,0,,,,,,,
,,,,,,2021/11/28,75,,,,,,,
,,,,,,2021/9/22,25,,,,,,,
,,,,,,2021/9/22,525,,,,,,,
,,,,,,2021/9/14,49,,,,,,,
,,,,,,2021/9/14,300,,,,,,,
,,,,,,2021/9/9,0,,,,,,,
,,,,,,2021/9/9,75,,,,,,,
,,,,,,2021/9/9,100,,,,,,,
,,,,,,2021/9/9,182,,,,,,,
,,,,,,2021/11/29,0,,,,,,,
,,,,,,2021/9/26,0,,,,,,,
,,,,,,2021/9/26,0,,,,,,,
,,,,,,2021/9/26,1325,,,,,,,
,,,,,,2021/9/26,425,,,,,,,
,,,,,,2021/9/26,531,,,,,,,
,,,,,,2021/9/26,75,,,,,,,
,,,,,,2021/9/26,25,,,,,,,
,,,,,,2021/9/22,0,,,,,,,
,,,,,,2021/9/22,150,,,,,,,
,,,,,,2021/9/22,1142,,,,,,,
,,,,,,2021/9/22,121,,,,,,,
,,,,,,2021/9/22,125,,,,,,,
,,,,,,2021/9/14,25,,,,,,,
,,,,,,2021/9/14,1432,,,,,,,
,,,,,,2021/9/14,912,,,,,,,
,,,,,,2021/9/14,42,,,,,,,
,,,,,,2021/9/14,75,,,,,,,
,,,,,,2021/9/14,0,,,,,,,
,,,,,,2021/9/9,121,,,,,,,
,,,,,,2021/9/9,575,,,,,,,
,,,,,,2022/5/1,930,,,,,,,
,,,,,,2021/11/29,1175,,,,,,,
,,,,,,2021/11/29,25,,,,,,,
,,,,,,2021/11/29,120,,,,,,,
,,,,,,2021/11/29,25,,,,,,,
,,,,,,2022/1/9,0,,,,,,,
,,,,,,2021/9/22,0,,,,,,,
,,,,,,2021/9/22,546,,,,,,,
,,,,,,2021/9/22,638,,,,,,,
,,,,,,2021/9/14,270,,,,,,,
,,,,,,2021/9/14,175,,,,,,,
,,,,,,2021/9/14,175,,,,,,,
,,,,,,2021/9/14,333,,,,,,,
,,,,,,2022/5/1,521,,,,,,,
,,,,,,2022/5/1,50,,,,,,,
,,,,,,2022/1/9,100,,,,,,,
,,,,,,2022/1/9,75,,,,,,,
,,,,,,2022/1/9,125,,,,,,,
,,,,,,2022/1/9,250,,,,,,,
,,,,,,2022/1/9,250,,,,,,,
,,,,,,2022/1/9,121,,,,,,,
,,,,,,2022/4/12,292,,,,,,,
,,,,,,2022/4/12,267,,,,,,,
,,,,,,2022/4/12,0,,,,,,,
,,,,,,2022/4/12,0,,,,,,,
,,,,,,2022/4/12,0,,,,,,,
,,,,,,2021/9/14,1248,,,,,,,
,,,,,,2021/9/14,175,,,,,,,
,,,,,,2021/9/14,125,,,,,,,
,,,,,,2021/9/14,100,,,,,,,
,,,,,,2022/5/1,125,,,,,,,
,,,,,,2022/5/1,300,,,,,,,
,,,,,,2022/5/1,346,,,,,,,
,,,,,,2022/5/1,621,,,,,,,
,,,,,,2022/1/16,0,,,,,,,
,,,,,,2022/1/16,50,,,,,,,
,,,,,,2022/1/16,709,,,,,,,
,,,,,,2022/1/16,0,,,,,,,
,,,,,,2022/1/9,0,,,,,,,
,,,,,,2022/1/9,523,,,,,,,
,,,,,,2022/1/9,1275,,,,,,,
,,,,,,2022/1/9,75,,,,,,,
,,,,,,2022/1/9,145,,,,,,,
,,,,,,2022/1/9,523,,,,,,,
,,,,,,2022/4/12,0,,,,,,,
,,,,,,2022/4/12,0,,,,,,,
,,,,,,2022/4/12,0,,,,,,,
,,,,,,2022/5/1,0,,,,,,,
,,,,,,2022/5/1,21,,,,,,,
,,,,,,2022/5/1,496,,,,,,,
,,,,,,2022/5/1,582,,,,,,,
,,,,,,2022/5/1,125,,,,,,,
,,,,,,2022/5/1,76,,,,,,,
,,,,,,2021/9/13,88,,,,,,,
,,,,,,2021/9/13,0,,,,,,,
,,,,,,2022/1/16,0,,,,,,,
,,,,,,2022/1/16,17,,,,,,,
,,,,,,2022/1/16,50,,,,,,,
,,,,,,2022/1/16,125,,,,,,,
,,,,,,2022/1/9,0,,,,,,,
,,,,,,2022/1/9,470,,,,,,,
,,,,,,2022/1/9,525,,,,,,,
,,,,,,2021/10/29,0,,,,,,,
,,,,,,2021/10/29,121,,,,,,,
,,,,,,2021/10/29,771,,,,,,,
,,,,,,2021/10/29,100,,,,,,,
,,,,,,2022/4/14,275,,,,,,,
,,,,,,2022/4/14,0,,,,,,,
,,,,,,2022/4/12,80,,,,,,,
,,,,,,2022/4/12,600,,,,,,,
,,,,,,2022/4/12,0,,,,,,,
,,,,,,2022/4/12,250,,,,,,,
,,,,,,2022/4/12,150,,,,,,,
,,,,,,2022/4/12,46,,,,,,,
,,,,,,2021/9/13,0,,,,,,,
,,,,,,2022/1/16,0,,,,,,,
,,,,,,2022/1/16,0,,,,,,,
,,,,,,2022/1/16,0,,,,,,,
,,,,,,2022/1/16,0,,,,,,,
,,,,,,2022/1/16,194,,,,,,,
,,,,,,2022/1/16,0,,,,,,,
,,,,,,2022/1/9,446,,,,,,,
,,,,,,2022/1/9,650,,,,,,,
,,,,,,2021/10/25,75,,,,,,,
,,,,,,2021/10/25,46,,,,,,,
,,,,,,2021/10/25,0,,,,,,,
,,,,,,2021/10/25,25,,,,,,,
,,,,,,2021/10/29,100,,,,,,,
,,,,,,2021/10/29,624,,,,,,,
,,,,,,2021/10/29,75,,,,,,,
,,,,,,2021/10/29,175,,,,,,,
,,,,,,2021/10/29,0,,,,,,,
,,,,,,2021/10/29,0,,,,,,,
,,,,,,2022/4/14,50,,,,,,,
,,,,,,2022/4/14,21,,,,,,,
,,,,,,2022/4/14,313,,,,,,,
,,,,,,2022/4/14,250,,,,,,,
,,,,,,2022/4/14,75,,,,,,,
,,,,,,2022/4/14,1496,,,,,,,
,,,,,,2022/4/14,1662,,,,,,,
,,,,,,2022/4/12,0,,,,,,,
,,,,,,2022/4/12,0,,,,,,,
,,,,,,2022/4/12,0,,,,,,,
,,,,,,2022/4/13,0,,,,,,,
,,,,,,2021/9/13,319,,,,,,,
,,,,,,2021/9/13,498,,,,,,,
,,,,,,2021/9/13,26,,,,,,,
,,,,,,2021/9/13,245,,,,,,,
,,,,,,2021/12/30,249,,,,,,,
,,,,,,2022/1/16,425,,,,,,,
,,,,,,2022/1/16,0,,,,,,,
,,,,,,2022/1/16,50,,,,,,,
,,,,,,2022/1/16,140,,,,,,,
,,,,,,2021/10/25,225,,,,,,,
,,,,,,2021/10/25,0,,,,,,,
,,,,,,2021/10/25,25,,,,,,,
,,,,,,2021/10/25,150,,,,,,,
,,,,,,2021/10/29,396,,,,,,,
,,,,,,2021/10/29,102,,,,,,,
,,,,,,2021/10/29,299,,,,,,,
,,,,,,2021/10/29,0,,,,,,,
,,,,,,2022/4/14,902,,,,,,,
,,,,,,2022/4/14,171,,,,,,,
,,,,,,2022/4/14,887,,,,,,,
,,,,,,2022/4/14,720,,,,,,,
,,,,,,2022/4/14,738,,,,,,,
,,,,,,2022/3/30,375,,,,,,,
,,,,,,2022/3/30,0,,,,,,,
,,,,,,2022/3/30,0,,,,,,,
,,,,,,2021/12/30,996,,,,,,,
,,,,,,2021/12/30,50,,,,,,,
,,,,,,2021/12/30,150,,,,,,,
,,,,,,2021/12/30,25,,,,,,,
,,,,,,2021/12/30,71,,,,,,,
,,,,,,2022/1/16,88,,,,,,,
,,,,,,2022/1/16,117,,,,,,,
,,,,,,2022/1/16,175,,,,,,,
,,,,,,2022/1/16,225,,,,,,,
,,,,,,2022/1/16,427,,,,,,,
,,,,,,2021/12/26,150,,,,,,,
,,,,,,2021/10/25,0,,,,,,,
,,,,,,2021/12/13,124,,,,,,,
,,,,,,2021/12/13,25,,,,,,,
,,,,,,2021/12/13,717,,,,,,,
,,,,,,2022/4/14,288,,,,,,,
,,,,,,2022/4/14,0,,,,,,,
,,,,,,2022/5/12,192,,,,,,,
,,,,,,2022/3/30,0,,,,,,,
,,,,,,2022/3/30,0,,,,,,,
,,,,,,2022/3/30,25,,,,,,,
,,,,,,2022/3/30,0,,,,,,,
,,,,,,2022/3/30,25,,,,,,,
,,,,,,2022/3/30,46,,,,,,,
,,,,,,2022/3/30,25,,,,,,,
,,,,,,2021/12/30,0,,,,,,,
,,,,,,2021/12/30,150,,,,,,,
,,,,,,2021/12/30,0,,,,,,,
,,,,,,2021/12/30,225,,,,,,,
,,,,,,2021/12/30,21,,,,,,,
,,,,,,2021/12/30,0,,,,,,,
,,,,,,2021/12/26,1126,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,2625,,,,,,,
,,,,,,2021/12/26,300,,,,,,,
,,,,,,2021/12/26,550,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/10/25,496,,,,,,,
,,,,,,2021/10/25,243,,,,,,,
,,,,,,2021/10/25,21,,,,,,,
,,,,,,2021/12/13,75,,,,,,,
,,,,,,2021/12/13,125,,,,,,,
,,,,,,2021/12/13,0,,,,,,,
,,,,,,2022/5/12,25,,,,,,,
,,,,,,2022/5/12,264,,,,,,,
,,,,,,2022/5/12,25,,,,,,,
,,,,,,2022/5/12,0,,,,,,,
,,,,,,2022/5/12,50,,,,,,,
,,,,,,2022/5/12,0,,,,,,,
,,,,,,2022/5/12,250,,,,,,,
,,,,,,2022/2/22,0,,,,,,,
,,,,,,2022/3/30,25,,,,,,,
,,,,,,2022/3/30,50,,,,,,,
,,,,,,2022/3/30,0,,,,,,,
,,,,,,2022/3/30,0,,,,,,,
,,,,,,2021/12/30,75,,,,,,,
,,,,,,2021/12/30,721,,,,,,,
,,,,,,2021/12/30,0,,,,,,,
,,,,,,2021/12/30,0,,,,,,,
,,,,,,2021/12/30,366,,,,,,,
,,,,,,2021/11/15,371,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,325,,,,,,,
,,,,,,2021/12/26,523,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,25,,,,,,,
,,,,,,2021/12/26,301,,,,,,,
,,,,,,2021/12/26,525,,,,,,,
,,,,,,2021/12/26,50,,,,,,,
,,,,,,2021/12/13,0,,,,,,,
,,,,,,2021/12/13,0,,,,,,,
,,,,,,2021/12/13,0,,,,,,,
,,,,,,2021/12/13,71,,,,,,,
,,,,,,2022/5/12,0,,,,,,,
,,,,,,2022/5/12,0,,,,,,,
,,,,,,2022/5/12,0,,,,,,,
,,,,,,2022/5/12,25,,,,,,,
,,,,,,2022/5/12,549,,,,,,,
,,,,,,2022/2/22,925,,,,,,,
,,,,,,2022/2/22,75,,,,,,,
,,,,,,2022/2/22,50,,,,,,,
,,,,,,2022/3/30,126,,,,,,,
,,,,,,2022/3/31,25,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/6/16,779,,,,,,,
,,,,,,2022/6/16,551,,,,,,,
,,,,,,2021/11/15,100,,,,,,,
,,,,,,2021/11/15,17,,,,,,,
,,,,,,2021/11/15,25,,,,,,,
,,,,,,2021/11/15,538,,,,,,,
,,,,,,2021/11/15,275,,,,,,,
,,,,,,2021/11/15,196,,,,,,,
,,,,,,2021/12/26,117,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2022/2/5,0,,,,,,,
,,,,,,2021/12/13,221,,,,,,,
,,,,,,2021/12/13,50,,,,,,,
,,,,,,2021/12/13,200,,,,,,,
,,,,,,2022/5/12,46,,,,,,,
,,,,,,2022/2/22,1493,,,,,,,
,,,,,,2022/2/22,0,,,,,,,
,,,,,,2022/2/22,46,,,,,,,
,,,,,,2022/2/22,0,,,,,,,
,,,,,,2022/2/22,100,,,,,,,
,,,,,,2022/2/22,0,,,,,,,
,,,,,,2022/2/22,300,,,,,,,
,,,,,,2022/6/16,1830,,,,,,,
,,,,,,2022/6/16,0,,,,,,,
,,,,,,2022/6/16,4,,,,,,,
,,,,,,2022/6/16,0,,,,,,,
,,,,,,2022/6/16,0,,,,,,,
,,,,,,2021/11/15,0,,,,,,,
,,,,,,2021/11/15,0,,,,,,,
,,,,,,2021/11/15,250,,,,,,,
,,,,,,2021/11/15,71,,,,,,,
,,,,,,2021/11/15,250,,,,,,,
,,,,,,2021/11/15,71,,,,,,,
,,,,,,2022/2/5,0,,,,,,,
,,,,,,2022/2/5,50,,,,,,,
,,,,,,2022/2/5,275,,,,,,,
,,,,,,2022/2/5,76,,,,,,,
,,,,,,2021/12/13,0,,,,,,,
,,,,,,2022/5/2,1053,,,,,,,
,,,,,,2022/5/2,1200,,,,,,,
,,,,,,2022/5/2,0,,,,,,,
,,,,,,2022/5/2,126,,,,,,,
,,,,,,2021/10/13,300,,,,,,,
,,,,,,2021/10/13,0,,,,,,,
,,,,,,2021/10/13,50,,,,,,,
,,,,,,2021/10/13,475,,,,,,,
,,,,,,2021/10/13,1050,,,,,,,
,,,,,,2022/2/22,250,,,,,,,
,,,,,,2022/2/22,55,,,,,,,
,,,,,,2022/2/22,400,,,,,,,
,,,,,,2022/2/22,69,,,,,,,
,,,,,,2022/2/22,0,,,,,,,
,,,,,,2022/6/16,50,,,,,,,
,,,,,,2022/6/16,109,,,,,,,
,,,,,,2022/6/16,25,,,,,,,
,,,,,,2022/6/16,325,,,,,,,
,,,,,,2021/11/15,174,,,,,,,
,,,,,,2021/11/15,0,,,,,,,
,,,,,,2022/2/7,0,,,,,,,
,,,,,,2022/2/5,0,,,,,,,
,,,,,,2022/2/5,125,,,,,,,
,,,,,,2022/2/5,0,,,,,,,
,,,,,,2022/2/5,0,,,,,,,
,,,,,,2022/5/2,25,,,,,,,
,,,,,,2022/5/2,25,,,,,,,
,,,,,,2022/5/2,325,,,,,,,
,,,,,,2022/5/2,421,,,,,,,
,,,,,,2022/5/2,375,,,,,,,
,,,,,,2021/10/13,25,,,,,,,
,,,,,,2021/10/13,0,,,,,,,
,,,,,,2021/10/13,0,,,,,,,
,,,,,,2021/10/13,0,,,,,,,
,,,,,,2021/10/13,0,,,,,,,
,,,,,,2021/10/13,74,,,,,,,
,,,,,,2021/10/13,157,,,,,,,
,,,,,,2022/6/16,75,,,,,,,
,,,,,,2022/6/17,325,,,,,,,
,,,,,,2022/2/7,9,,,,,,,
,,,,,,2022/2/7,0,,,,,,,
,,,,,,2022/2/7,0,,,,,,,
,,,,,,2022/2/7,295,,,,,,,
,,,,,,2022/2/5,0,,,,,,,
,,,,,,2022/2/5,96,,,,,,,
,,,,,,2022/2/5,50,,,,,,,
,,,,,,2022/5/24,0,,,,,,,
,,,,,,2022/5/24,0,,,,,,,
,,,,,,2022/5/24,2644,,,,,,,
,,,,,,2022/5/2,200,,,,,,,
,,,,,,2022/5/2,100,,,,,,,
,,,,,,2022/5/2,0,,,,,,,
,,,,,,2022/5/2,944,,,,,,,
,,,,,,2022/5/2,1383,,,,,,,
,,,,,,2022/5/2,1511,,,,,,,
,,,,,,2021/10/13,474,,,,,,,
,,,,,,2021/10/13,1134,,,,,,,
,,,,,,2021/10/13,50,,,,,,,
,,,,,,2022/2/7,25,,,,,,,
,,,,,,2022/2/7,21,,,,,,,
,,,,,,2022/2/7,0,,,,,,,
,,,,,,2022/2/7,92,,,,,,,
,,,,,,2022/2/7,25,,,,,,,
,,,,,,2022/2/7,1080,,,,,,,
,,,,,,2022/2/7,700,,,,,,,
,,,,,,2022/3/21,0,,,,,,,
,,,,,,2022/3/21,571,,,,,,,
,,,,,,2022/3/21,0,,,,,,,
,,,,,,2022/3/21,0,,,,,,,
,,,,,,2022/5/24,479,,,,,,,
,,,,,,2022/5/24,71,,,,,,,
,,,,,,2022/5/24,2404,,,,,,,
,,,,,,2022/5/24,21,,,,,,,
,,,,,,2022/5/24,460,,,,,,,
,,,,,,2022/5/24,0,,,,,,,
,,,,,,2022/5/24,0,,,,,,,
,,,,,,2022/5/2,0,,,,,,,
,,,,,,2022/5/2,0,,,,,,,
,,,,,,2022/2/7,438,,,,,,,
,,,,,,2022/2/7,0,,,,,,,
,,,,,,2022/1/6,150,,,,,,,
,,,,,,2022/1/6,599,,,,,,,
,,,,,,2022/1/6,822,,,,,,,
,,,,,,2022/1/6,322,,,,,,,
,,,,,,2022/1/6,25,,,,,,,
,,,,,,2022/3/21,25,,,,,,,
,,,,,,2022/3/21,0,,,,,,,
,,,,,,2022/3/21,225,,,,,,,
,,,,,,2022/3/21,42,,,,,,,
,,,,,,2022/3/21,50,,,,,,,
,,,,,,2022/5/24,0,,,,,,,
,,,,,,2022/5/24,175,,,,,,,
,,,,,,2022/5/24,0,,,,,,,
,,,,,,2022/5/24,262,,,,,,,
,,,,,,2022/5/24,29,,,,,,,
,,,,,,2022/5/24,21,,,,,,,
,,,,,,2022/5/24,1076,,,,,,,
,,,,,,2022/5/24,75,,,,,,,
,,,,,,2021/11/20,0,,,,,,,
,,,,,,2022/1/6,0,,,,,,,
,,,,,,2022/1/6,271,,,,,,,
,,,,,,2022/1/6,53,,,,,,,
,,,,,,2022/3/21,0,,,,,,,
,,,,,,2022/3/21,100,,,,,,,
,,,,,,2022/3/21,0,,,,,,,
,,,,,,2022/3/21,25,,,,,,,
,,,,,,2022/6/18,48,,,,,,,
,,,,,,2021/11/20,25,,,,,,,
,,,,,,2021/11/20,0,,,,,,,
,,,,,,2021/11/20,0,,,,,,,
,,,,,,2021/11/20,225,,,,,,,
,,,,,,2021/11/20,217,,,,,,,
,,,,,,2021/11/20,25,,,,,,,
,,,,,,2022/2/16,271,,,,,,,
,,,,,,2022/2/16,121,,,,,,,
,,,,,,2022/2/16,0,,,,,,,
,,,,,,2022/1/6,648,,,,,,,
,,,,,,2022/1/6,25,,,,,,,
,,,,,,2022/1/6,0,,,,,,,
,,,,,,2022/1/6,1492,,,,,,,
,,,,,,2022/1/6,0,,,,,,,
,,,,,,2022/1/6,534,,,,,,,
,,,,,,2022/1/6,100,,,,,,,
,,,,,,2022/6/18,427,,,,,,,
,,,,,,2022/6/18,102,,,,,,,
,,,,,,2022/6/18,225,,,,,,,
,,,,,,2021/11/20,267,,,,,,,
,,,,,,2022/2/16,548,,,,,,,
,,,,,,2022/2/16,247,,,,,,,
,,,,,,2022/1/6,0,,,,,,,
,,,,,,2022/1/2,25,,,,,,,
,,,,,,2022/6/18,50,,,,,,,
,,,,,,2022/6/18,0,,,,,,,
,,,,,,2022/6/18,0,,,,,,,
,,,,,,2022/6/18,725,,,,,,,
,,,,,,2022/6/18,266,,,,,,,
,,,,,,2022/6/18,0,,,,,,,
,,,,,,2021/11/20,0,,,,,,,
,,,,,,2021/12/27,50,,,,,,,
,,,,,,2021/12/27,171,,,,,,,
,,,,,,2021/12/27,696,,,,,,,
,,,,,,2021/12/27,75,,,,,,,
,,,,,,2021/12/27,1270,,,,,,,
,,,,,,2021/12/27,645,,,,,,,
,,,,,,2021/11/12,225,,,,,,,
,,,,,,2021/11/12,0,,,,,,,
,,,,,,2021/11/12,0,,,,,,,
,,,,,,2021/11/12,100,,,,,,,
,,,,,,2021/11/12,425,,,,,,,
,,,,,,2022/2/16,1138,,,,,,,
,,,,,,2022/2/16,400,,,,,,,
,,,,,,2022/7/19,144,,,,,,,
,,,,,,2022/7/19,450,,,,,,,
,,,,,,2022/7/19,44,,,,,,,
,,,,,,2022/7/19,425,,,,,,,
,,,,,,2022/7/19,75,,,,,,,
,,,,,,2022/7/19,0,,,,,,,
,,,,,,2022/7/19,525,,,,,,,
,,,,,,2022/1/2,234,,,,,,,
,,,,,,2022/1/2,205,,,,,,,
,,,,,,2022/1/2,75,,,,,,,
,,,,,,2022/1/2,75,,,,,,,
,,,,,,2022/1/2,0,,,,,,,
,,,,,,2022/6/18,725,,,,,,,
,,,,,,2022/6/18,94,,,,,,,
,,,,,,2022/6/18,158,,,,,,,
,,,,,,2022/6/18,613,,,,,,,
,,,,,,2022/6/18,571,,,,,,,
,,,,,,2022/6/18,684,,,,,,,
,,,,,,2022/2/14,25,,,,,,,
,,,,,,2022/2/14,219,,,,,,,
,,,,,,2021/11/20,0,,,,,,,
,,,,,,2021/11/20,83,,,,,,,
,,,,,,2021/11/20,296,,,,,,,
,,,,,,2021/11/20,100,,,,,,,
,,,,,,2021/11/20,526,,,,,,,
,,,,,,2021/11/20,200,,,,,,,
,,,,,,2021/11/20,125,,,,,,,
,,,,,,2021/12/27,125,,,,,,,
,,,,,,2021/12/27,0,,,,,,,
,,,,,,2021/12/27,150,,,,,,,
,,,,,,2021/12/27,100,,,,,,,
,,,,,,2021/12/27,591,,,,,,,
,,,,,,2021/11/12,25,,,,,,,
,,,,,,2021/11/12,74,,,,,,,
,,,,,,2021/11/12,425,,,,,,,
,,,,,,2021/11/12,146,,,,,,,
,,,,,,2021/11/12,50,,,,,,,
,,,,,,2022/6/24,1143,,,,,,,
,,,,,,2022/6/24,150,,,,,,,
,,,,,,2022/6/24,82,,,,,,,
,,,,,,2022/6/24,25,,,,,,,
,,,,,,2022/6/24,125,,,,,,,
,,,,,,2022/6/24,125,,,,,,,
,,,,,,2022/7/19,75,,,,,,,
,,,,,,2022/7/19,618,,,,,,,
,,,,,,2022/7/19,75,,,,,,,
,,,,,,2022/7/19,286,,,,,,,
,,,,,,2022/7/19,21,,,,,,,
,,,,,,2022/7/19,688,,,,,,,
,,,,,,2022/7/19,25,,,,,,,
,,,,,,2022/1/2,50,,,,,,,
