date,all_wpd,,,move,,Date,WIP,,,WIP,,DATE,move,WIP
,,,,,,2022/1/2,417,,,,,,,
,,,,,,2022/1/2,318,,,,,,,
,,,,,,2022/2/14,1075,,,,,,,
,,,,,,2022/2/14,25,,,,,,,
,,,,,,2021/11/20,317,,,,,,,
,,,,,,2021/11/20,0,,,,,,,
,,,,,,2021/11/20,100,,,,,,,
,,,,,,2021/12/27,225,,,,,,,
,,,,,,2021/12/27,0,,,,,,,
,,,,,,2021/12/27,588,,,,,,,
,,,,,,2021/12/27,274,,,,,,,
,,,,,,2021/12/27,195,,,,,,,
,,,,,,2021/12/27,0,,,,,,,
,,,,,,2021/12/27,1171,,,,,,,
,,,,,,2021/12/27,345,,,,,,,
,,,,,,2021/12/27,100,,,,,,,
,,,,,,2021/11/12,25,,,,,,,
,,,,,,2021/11/12,145,,,,,,,
,,,,,,2021/11/12,0,,,,,,,
,,,,,,2021/11/12,250,,,,,,,
,,,,,,2021/11/12,621,,,,,,,
,,,,,,2021/11/12,200,,,,,,,
,,,,,,2022/6/24,17,,,,,,,
,,,,,,2022/6/24,1716,,,,,,,
,,,,,,2022/6/24,2,,,,,,,
,,,,,,2022/6/24,0,,,,,,,
,,,,,,2022/6/24,350,,,,,,,
,,,,,,2022/6/24,1840,,,,,,,
,,,,,,2022/6/24,0,,,,,,,
,,,,,,2022/7/19,600,,,,,,,
,,,,,,2022/1/18,325,,,,,,,
,,,,,,2022/1/18,100,,,,,,,
,,,,,,2022/2/14,25,,,,,,,
,,,,,,2022/2/14,150,,,,,,,
,,,,,,2021/12/27,440,,,,,,,
,,,,,,2021/12/27,45,,,,,,,
,,,,,,2021/10/10,150,,,,,,,
,,,,,,2021/10/10,250,,,,,,,
,,,,,,2021/10/10,171,,,,,,,
,,,,,,2021/10/10,96,,,,,,,
,,,,,,2021/10/10,175,,,,,,,
,,,,,,2021/11/12,121,,,,,,,
,,,,,,2022/4/5,226,,,,,,,
,,,,,,2022/4/5,72,,,,,,,
,,,,,,2022/4/5,50,,,,,,,
,,,,,,2022/4/5,0,,,,,,,
,,,,,,2022/6/24,0,,,,,,,
,,,,,,2022/6/24,54,,,,,,,
,,,,,,2022/3/5,0,,,,,,,
,,,,,,2022/3/5,0,,,,,,,
,,,,,,2022/3/5,2,,,,,,,
,,,,,,2022/1/18,75,,,,,,,
,,,,,,2022/1/18,150,,,,,,,
,,,,,,2022/1/18,155,,,,,,,
,,,,,,2022/1/18,1121,,,,,,,
,,,,,,2022/1/18,944,,,,,,,
,,,,,,2022/1/18,75,,,,,,,
,,,,,,2022/1/18,1553,,,,,,,
,,,,,,2022/2/14,25,,,,,,,
,,,,,,2022/2/14,25,,,,,,,
,,,,,,2021/10/4,125,,,,,,,
,,,,,,2021/10/10,847,,,,,,,
,,,,,,2021/10/10,0,,,,,,,
,,,,,,2022/4/5,42,,,,,,,
,,,,,,2022/4/5,0,,,,,,,
,,,,,,2022/4/5,0,,,,,,,
,,,,,,2022/4/5,541,,,,,,,
,,,,,,2022/4/5,187,,,,,,,
,,,,,,2022/3/5,50,,,,,,,
,,,,,,2022/3/5,50,,,,,,,
,,,,,,2022/3/5,375,,,,,,,
,,,,,,2022/3/5,0,,,,,,,
,,,,,,2022/3/5,25,,,,,,,
,,,,,,2022/7/6,0,,,,,,,
,,,,,,2022/7/6,350,,,,,,,
,,,,,,2021/9/15,390,,,,,,,
,,,,,,2021/9/15,50,,,,,,,
,,,,,,2021/9/15,75,,,,,,,
,,,,,,2021/9/15,0,,,,,,,
,,,,,,2021/9/15,0,,,,,,,
,,,,,,2021/9/15,75,,,,,,,
,,,,,,2021/9/15,625,,,,,,,
,,,,,,2021/10/4,0,,,,,,,
,,,,,,2021/10/4,284,,,,,,,
,,,,,,2021/10/4,0,,,,,,,
,,,,,,2021/10/4,25,,,,,,,
,,,,,,2021/10/4,300,,,,,,,
,,,,,,2021/10/10,150,,,,,,,
,,,,,,2021/10/10,517,,,,,,,
,,,,,,2022/4/5,666,,,,,,,
,,,,,,2022/4/5,0,,,,,,,
,,,,,,2022/4/5,0,,,,,,,
,,,,,,2022/7/6,351,,,,,,,
,,,,,,2022/7/6,882,,,,,,,
,,,,,,2022/7/6,0,,,,,,,
,,,,,,2022/7/6,186,,,,,,,
,,,,,,2022/7/6,0,,,,,,,
,,,,,,2022/7/6,0,,,,,,,
,,,,,,2021/9/15,25,,,,,,,
,,,,,,2021/9/15,5,,,,,,,
,,,,,,2021/9/15,549,,,,,,,
,,,,,,2021/9/15,982,,,,,,,
,,,,,,2021/10/4,325,,,,,,,
,,,,,,2021/10/4,117,,,,,,,
,,,,,,2021/10/4,300,,,,,,,
,,,,,,2021/10/10,250,,,,,,,
,,,,,,2021/10/10,0,,,,,,,
,,,,,,2021/10/10,100,,,,,,,
,,,,,,2022/4/5,25,,,,,,,
,,,,,,2022/7/6,63,,,,,,,
,,,,,,2022/7/6,0,,,,,,,
,,,,,,2022/7/6,225,,,,,,,
,,,,,,2022/7/6,258,,,,,,,
,,,,,,2022/7/6,50,,,,,,,
,,,,,,2022/7/6,21,,,,,,,
,,,,,,2021/9/15,150,,,,,,,
,,,,,,2021/9/15,70,,,,,,,
,,,,,,2021/9/15,350,,,,,,,
,,,,,,2021/9/15,0,,,,,,,
,,,,,,2021/9/15,1073,,,,,,,
,,,,,,2021/10/4,75,,,,,,,
,,,,,,2021/10/4,25,,,,,,,
,,,,,,2021/10/4,25,,,,,,,
,,,,,,2021/10/4,50,,,,,,,
,,,,,,2022/2/27,0,,,,,,,
,,,,,,2022/2/27,25,,,,,,,
,,,,,,2022/2/27,1159,,,,,,,
,,,,,,2022/2/27,0,,,,,,,
,,,,,,2021/9/26,75,,,,,,,
,,,,,,2021/9/26,21,,,,,,,
,,,,,,2021/9/26,374,,,,,,,
,,,,,,2022/7/6,500,,,,,,,
,,,,,,2021/9/15,484,,,,,,,
,,,,,,2022/5/6,0,,,,,,,
,,,,,,2022/5/6,0,,,,,,,
,,,,,,2022/5/6,0,,,,,,,
,,,,,,2022/5/6,389,,,,,,,
,,,,,,2022/5/6,244,,,,,,,
,,,,,,2021/9/17,250,,,,,,,
,,,,,,2021/9/17,249,,,,,,,
,,,,,,2021/9/17,21,,,,,,,
,,,,,,2022/2/27,25,,,,,,,
,,,,,,2022/2/27,50,,,,,,,
,,,,,,2022/2/27,351,,,,,,,
,,,,,,2022/2/27,50,,,,,,,
,,,,,,2022/2/27,1280,,,,,,,
,,,,,,2022/2/27,1605,,,,,,,
,,,,,,2022/2/27,547,,,,,,,
,,,,,,2022/2/27,0,,,,,,,
,,,,,,2021/9/26,1175,,,,,,,
,,,,,,2021/9/26,500,,,,,,,
,,,,,,2021/9/26,138,,,,,,,
,,,,,,2021/9/26,71,,,,,,,
,,,,,,2021/9/26,0,,,,,,,
,,,,,,2021/9/26,675,,,,,,,
,,,,,,2021/9/26,0,,,,,,,
,,,,,,2022/5/6,0,,,,,,,
,,,,,,2022/5/6,155,,,,,,,
,,,,,,2022/5/6,46,,,,,,,
,,,,,,2022/5/6,0,,,,,,,
,,,,,,2022/5/6,525,,,,,,,
,,,,,,2022/5/6,1686,,,,,,,
,,,,,,2022/5/6,109,,,,,,,
,,,,,,2022/5/6,126,,,,,,,
,,,,,,2022/5/6,549,,,,,,,
,,,,,,2021/9/17,50,,,,,,,
,,,,,,2021/9/17,38,,,,,,,
,,,,,,2021/9/17,321,,,,,,,
,,,,,,2021/9/17,125,,,,,,,
,,,,,,2022/2/27,246,,,,,,,
,,,,,,2022/2/27,175,,,,,,,
,,,,,,2022/2/27,225,,,,,,,
,,,,,,2021/9/26,0,,,,,,,
,,,,,,2022/5/6,359,,,,,,,
,,,,,,2022/5/6,241,,,,,,,
,,,,,,2022/5/6,25,,,,,,,
,,,,,,2022/5/6,219,,,,,,,
,,,,,,2021/9/17,1407,,,,,,,
,,,,,,2021/9/17,558,,,,,,,
,,,,,,2021/9/17,46,,,,,,,
,,,,,,2021/9/17,0,,,,,,,
,,,,,,2021/9/17,25,,,,,,,
,,,,,,2021/9/17,50,,,,,,,
,,,,,,2022/7/15,116,,,,,,,
,,,,,,2022/7/15,25,,,,,,,
,,,,,,2021/9/26,50,,,,,,,
,,,,,,2021/9/26,31,,,,,,,
,,,,,,2021/9/26,702,,,,,,,
,,,,,,2021/11/26,75,,,,,,,
,,,,,,2022/5/6,25,,,,,,,
,,,,,,2022/5/6,0,,,,,,,
,,,,,,2021/9/16,0,,,,,,,
,,,,,,2021/9/16,700,,,,,,,
,,,,,,2021/9/17,228,,,,,,,
,,,,,,2022/7/15,225,,,,,,,
,,,,,,2022/7/15,1608,,,,,,,
,,,,,,2022/7/15,1126,,,,,,,
,,,,,,2022/7/15,0,,,,,,,
,,,,,,2021/9/26,475,,,,,,,
,,,,,,2021/11/26,171,,,,,,,
,,,,,,2021/11/26,132,,,,,,,
,,,,,,2021/11/26,325,,,,,,,
,,,,,,2021/11/26,0,,,,,,,
,,,,,,2021/11/26,25,,,,,,,
,,,,,,2021/11/26,75,,,,,,,
,,,,,,2021/11/26,25,,,,,,,
,,,,,,2021/9/16,550,,,,,,,
,,,,,,2021/9/16,0,,,,,,,
,,,,,,2021/9/16,200,,,,,,,
,,,,,,2021/9/16,75,,,,,,,
,,,,,,2021/9/16,100,,,,,,,
,,,,,,2021/9/16,1,,,,,,,
,,,,,,2022/7/15,40,,,,,,,
,,,,,,2022/7/15,150,,,,,,,
,,,,,,2022/7/15,225,,,,,,,
,,,,,,2021/11/26,50,,,,,,,
,,,,,,2022/3/12,171,,,,,,,
,,,,,,2022/3/12,75,,,,,,,
,,,,,,2021/9/16,0,,,,,,,
,,,,,,2021/9/16,75,,,,,,,
,,,,,,2022/7/13,46,,,,,,,
,,,,,,2022/7/13,548,,,,,,,
,,,,,,2022/7/15,0,,,,,,,
,,,,,,2022/7/15,17,,,,,,,
,,,,,,2022/7/15,486,,,,,,,
,,,,,,2022/1/18,0,,,,,,,
,,,,,,2022/3/12,75,,,,,,,
,,,,,,2022/3/12,0,,,,,,,
,,,,,,2022/3/12,25,,,,,,,
,,,,,,2022/3/12,476,,,,,,,
,,,,,,2022/3/12,25,,,,,,,
,,,,,,2022/3/12,0,,,,,,,
,,,,,,2022/3/12,0,,,,,,,
,,,,,,2022/3/12,0,,,,,,,
,,,,,,2022/3/12,75,,,,,,,
,,,,,,2021/12/10,42,,,,,,,
,,,,,,2021/12/10,0,,,,,,,
,,,,,,2021/12/10,175,,,,,,,
,,,,,,2021/12/10,100,,,,,,,
,,,,,,2021/12/10,25,,,,,,,
,,,,,,2021/12/10,496,,,,,,,
,,,,,,2022/6/19,200,,,,,,,
,,,,,,2021/11/23,200,,,,,,,
,,,,,,2021/11/23,100,,,,,,,
,,,,,,2022/7/13,75,,,,,,,
,,,,,,2022/7/13,416,,,,,,,
,,,,,,2022/7/13,0,,,,,,,
,,,,,,2022/7/13,0,,,,,,,
,,,,,,2022/7/13,25,,,,,,,
,,,,,,2022/7/13,175,,,,,,,
,,,,,,2022/7/13,676,,,,,,,
,,,,,,2022/7/13,487,,,,,,,
,,,,,,2022/1/18,0,,,,,,,
,,,,,,2022/1/18,693,,,,,,,
,,,,,,2022/1/18,275,,,,,,,
,,,,,,2022/3/12,25,,,,,,,
,,,,,,2022/3/12,0,,,,,,,
,,,,,,2022/3/12,13,,,,,,,
,,,,,,2022/3/12,50,,,,,,,
,,,,,,2021/12/10,250,,,,,,,
,,,,,,2021/12/10,225,,,,,,,
,,,,,,2021/10/4,0,,,,,,,
,,,,,,2021/10/4,0,,,,,,,
,,,,,,2022/6/19,0,,,,,,,
,,,,,,2022/6/19,1092,,,,,,,
,,,,,,2022/6/19,1328,,,,,,,
,,,,,,2022/6/19,0,,,,,,,
,,,,,,2022/6/19,250,,,,,,,
,,,,,,2022/6/19,25,,,,,,,
,,,,,,2022/6/19,0,,,,,,,
,,,,,,2021/11/23,50,,,,,,,
,,,,,,2021/11/23,0,,,,,,,
,,,,,,2021/11/23,343,,,,,,,
,,,,,,2021/11/23,175,,,,,,,
,,,,,,2021/11/23,75,,,,,,,
,,,,,,2022/7/13,348,,,,,,,
,,,,,,2022/7/13,73,,,,,,,
,,,,,,2022/7/13,380,,,,,,,
,,,,,,2021/12/7,125,,,,,,,
,,,,,,2022/1/18,75,,,,,,,
,,,,,,2022/1/18,50,,,,,,,
,,,,,,2022/1/18,0,,,,,,,
,,,,,,2022/1/18,236,,,,,,,
,,,,,,2022/1/18,50,,,,,,,
,,,,,,2022/1/18,375,,,,,,,
,,,,,,2022/1/18,88,,,,,,,
,,,,,,2022/1/18,50,,,,,,,
,,,,,,2022/1/18,0,,,,,,,
,,,,,,2022/1/18,0,,,,,,,
,,,,,,2022/3/12,50,,,,,,,
,,,,,,2022/7/3,100,,,,,,,
,,,,,,2022/7/3,125,,,,,,,
,,,,,,2022/7/3,17,,,,,,,
,,,,,,2022/7/3,221,,,,,,,
,,,,,,2022/7/3,42,,,,,,,
,,,,,,2021/10/4,0,,,,,,,
,,,,,,2021/10/4,0,,,,,,,
,,,,,,2021/10/4,400,,,,,,,
,,,,,,2021/10/4,400,,,,,,,
,,,,,,2021/10/4,223,,,,,,,
,,,,,,2022/6/19,96,,,,,,,
,,,,,,2022/6/19,250,,,,,,,
,,,,,,2022/6/19,138,,,,,,,
,,,,,,2022/6/19,25,,,,,,,
,,,,,,2021/10/23,246,,,,,,,
,,,,,,2021/10/23,100,,,,,,,
,,,,,,2021/10/23,0,,,,,,,
,,,,,,2021/10/23,0,,,,,,,
,,,,,,2021/11/23,169,,,,,,,
,,,,,,2021/11/23,125,,,,,,,
,,,,,,2021/11/23,0,,,,,,,
,,,,,,2021/11/23,117,,,,,,,
,,,,,,2021/11/23,341,,,,,,,
,,,,,,2021/11/23,0,,,,,,,
,,,,,,2021/11/23,0,,,,,,,
,,,,,,2021/11/23,1303,,,,,,,
,,,,,,2021/12/7,559,,,,,,,
,,,,,,2021/12/7,372,,,,,,,
,,,,,,2021/12/7,121,,,,,,,
,,,,,,2021/12/7,371,,,,,,,
,,,,,,2021/12/7,0,,,,,,,
,,,,,,2021/12/7,25,,,,,,,
,,,,,,2021/12/7,517,,,,,,,
,,,,,,2021/12/7,917,,,,,,,
,,,,,,2022/1/18,475,,,,,,,
,,,,,,2022/1/18,0,,,,,,,
,,,,,,2022/1/18,0,,,,,,,
,,,,,,2022/1/18,75,,,,,,,
,,,,,,2022/1/18,397,,,,,,,
,,,,,,2022/3/31,67,,,,,,,
,,,,,,2022/3/31,21,,,,,,,
,,,,,,2022/3/31,25,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,71,,,,,,,
,,,,,,2022/7/3,1788,,,,,,,
,,,,,,2022/7/3,2,,,,,,,
,,,,,,2022/7/3,0,,,,,,,
,,,,,,2022/7/3,199,,,,,,,
,,,,,,2022/7/3,0,,,,,,,
,,,,,,2022/7/3,75,,,,,,,
,,,,,,2021/9/27,292,,,,,,,
,,,,,,2021/9/27,788,,,,,,,
,,,,,,2021/9/27,196,,,,,,,
,,,,,,2021/9/27,0,,,,,,,
,,,,,,2021/9/27,155,,,,,,,
,,,,,,2021/9/27,25,,,,,,,
,,,,,,2021/9/27,0,,,,,,,
,,,,,,2021/10/23,330,,,,,,,
,,,,,,2021/10/23,526,,,,,,,
,,,,,,2021/11/3,856,,,,,,,
,,,,,,2021/11/3,100,,,,,,,
,,,,,,2021/11/3,125,,,,,,,
,,,,,,2021/11/3,25,,,,,,,
,,,,,,2021/11/3,100,,,,,,,
,,,,,,2021/11/3,150,,,,,,,
,,,,,,2021/12/7,348,,,,,,,
,,,,,,2021/12/7,120,,,,,,,
,,,,,,2021/12/7,21,,,,,,,
,,,,,,2021/12/7,200,,,,,,,
,,,,,,2021/12/7,781,,,,,,,
,,,,,,2021/12/7,416,,,,,,,
,,,,,,2021/12/30,0,,,,,,,
,,,,,,2021/12/30,75,,,,,,,
,,,,,,2021/12/30,0,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,125,,,,,,,
,,,,,,2022/3/31,50,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,50,,,,,,,
,,,,,,2022/3/31,202,,,,,,,
,,,,,,2022/7/3,175,,,,,,,
,,,,,,2022/7/3,0,,,,,,,
,,,,,,2022/7/3,850,,,,,,,
,,,,,,2022/7/3,1039,,,,,,,
,,,,,,2021/9/27,400,,,,,,,
,,,,,,2021/9/27,44,,,,,,,
,,,,,,2021/9/27,50,,,,,,,
,,,,,,2021/9/17,237,,,,,,,
,,,,,,2021/9/17,25,,,,,,,
,,,,,,2021/10/23,0,,,,,,,
,,,,,,2021/10/23,25,,,,,,,
,,,,,,2021/11/3,0,,,,,,,
,,,,,,2021/11/3,350,,,,,,,
,,,,,,2021/11/3,0,,,,,,,
,,,,,,2021/11/3,123,,,,,,,
,,,,,,2021/11/3,0,,,,,,,
,,,,,,2021/11/3,0,,,,,,,
,,,,,,2021/11/3,250,,,,,,,
,,,,,,2021/12/7,175,,,,,,,
,,,,,,2021/12/7,13,,,,,,,
,,,,,,2021/12/30,250,,,,,,,
,,,,,,2021/12/30,21,,,,,,,
,,,,,,2021/12/30,145,,,,,,,
,,,,,,2021/12/30,100,,,,,,,
,,,,,,2021/12/30,650,,,,,,,
,,,,,,2022/3/31,25,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,300,,,,,,,
,,,,,,2022/7/3,200,,,,,,,
,,,,,,2022/7/3,196,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2021/9/17,23,,,,,,,
,,,,,,2021/9/17,344,,,,,,,
,,,,,,2021/9/17,20,,,,,,,
,,,,,,2021/9/17,248,,,,,,,
,,,,,,2021/9/17,762,,,,,,,
,,,,,,2021/11/3,225,,,,,,,
,,,,,,2021/11/3,0,,,,,,,
,,,,,,2021/11/3,324,,,,,,,
,,,,,,2021/11/3,75,,,,,,,
,,,,,,2021/11/3,121,,,,,,,
,,,,,,2021/11/3,50,,,,,,,
,,,,,,2021/12/30,71,,,,,,,
,,,,,,2021/12/30,0,,,,,,,
,,,,,,2021/12/30,117,,,,,,,
,,,,,,2022/3/31,177,,,,,,,
,,,,,,2022/3/31,117,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,0,,,,,,,
,,,,,,2022/3/31,893,,,,,,,
,,,,,,2022/1/28,176,,,,,,,
,,,,,,2022/1/28,368,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2022/1/28,25,,,,,,,
,,,,,,2022/1/28,171,,,,,,,
,,,,,,2021/9/17,0,,,,,,,
,,,,,,2021/9/17,400,,,,,,,
,,,,,,2021/9/17,1096,,,,,,,
,,,,,,2021/12/13,850,,,,,,,
,,,,,,2021/12/13,0,,,,,,,
,,,,,,2021/12/13,25,,,,,,,
,,,,,,2021/12/13,71,,,,,,,
,,,,,,2021/12/13,725,,,,,,,
,,,,,,2021/11/3,0,,,,,,,
,,,,,,2021/11/3,425,,,,,,,
,,,,,,2021/11/3,425,,,,,,,
,,,,,,2021/11/3,46,,,,,,,
,,,,,,2022/6/12,0,,,,,,,
,,,,,,2021/12/30,896,,,,,,,
,,,,,,2021/12/30,317,,,,,,,
,,,,,,2021/12/30,0,,,,,,,
,,,,,,2021/12/30,50,,,,,,,
,,,,,,2021/12/30,146,,,,,,,
,,,,,,2021/12/30,181,,,,,,,
,,,,,,2021/12/30,100,,,,,,,
,,,,,,2021/12/30,25,,,,,,,
,,,,,,2021/12/30,308,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2022/1/28,450,,,,,,,
,,,,,,2021/12/13,0,,,,,,,
,,,,,,2021/12/13,0,,,,,,,
,,,,,,2021/12/13,75,,,,,,,
,,,,,,2022/6/12,119,,,,,,,
,,,,,,2021/9/10,274,,,,,,,
,,,,,,2021/9/10,175,,,,,,,
,,,,,,2021/9/10,375,,,,,,,
,,,,,,2021/9/10,0,,,,,,,
,,,,,,2022/1/28,150,,,,,,,
,,,,,,2021/8/25,50,,,,,,,
,,,,,,2021/8/25,25,,,,,,,
,,,,,,2021/8/25,200,,,,,,,
,,,,,,2021/8/25,0,,,,,,,
,,,,,,2021/11/26,250,,,,,,,
,,,,,,2021/9/10,1189,,,,,,,
,,,,,,2021/9/10,25,,,,,,,
,,,,,,2021/9/10,521,,,,,,,
,,,,,,2021/8/25,158,,,,,,,
,,,,,,2021/8/25,0,,,,,,,
,,,,,,2021/8/25,0,,,,,,,
,,,,,,2021/11/26,0,,,,,,,
,,,,,,2021/11/26,75,,,,,,,
,,,,,,2021/11/26,0,,,,,,,
,,,,,,2021/11/26,0,,,,,,,
,,,,,,2021/11/13,425,,,,,,,
,,,,,,2021/11/13,416,,,,,,,
,,,,,,2021/11/13,191,,,,,,,
,,,,,,2021/11/13,50,,,,,,,
,,,,,,2021/9/10,600,,,,,,,
,,,,,,2021/9/10,175,,,,,,,
,,,,,,2021/9/10,0,,,,,,,
,,,,,,2021/9/10,0,,,,,,,
,,,,,,2021/9/10,38,,,,,,,
,,,,,,2021/9/10,604,,,,,,,
,,,,,,2021/9/10,0,,,,,,,
,,,,,,2021/9/10,0,,,,,,,
,,,,,,2021/9/10,0,,,,,,,
,,,,,,2022/3/25,261,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/3/25,6,,,,,,,
,,,,,,2022/3/25,169,,,,,,,
,,,,,,2022/3/25,545,,,,,,,
,,,,,,2022/3/25,46,,,,,,,
,,,,,,2021/8/25,38,,,,,,,
,,,,,,2021/8/25,41,,,,,,,
,,,,,,2021/8/25,92,,,,,,,
,,,,,,2021/11/26,275,,,,,,,
,,,,,,2021/9/28,0,,,,,,,
,,,,,,2021/9/28,650,,,,,,,
,,,,,,2021/9/28,50,,,,,,,
,,,,,,2021/9/28,0,,,,,,,
,,,,,,2021/11/13,283,,,,,,,
,,,,,,2021/11/13,49,,,,,,,
,,,,,,2021/11/13,75,,,,,,,
,,,,,,2021/11/13,46,,,,,,,
,,,,,,2021/11/13,300,,,,,,,
,,,,,,2021/11/13,769,,,,,,,
,,,,,,2021/9/10,572,,,,,,,
,,,,,,2021/9/10,150,,,,,,,
,,,,,,2021/9/10,296,,,,,,,
,,,,,,2021/9/10,169,,,,,,,
,,,,,,2021/9/10,702,,,,,,,
,,,,,,2021/9/10,0,,,,,,,
,,,,,,2022/3/25,199,,,,,,,
,,,,,,2022/3/25,639,,,,,,,
,,,,,,2022/3/25,192,,,,,,,
,,,,,,2022/3/25,406,,,,,,,
,,,,,,2021/11/21,21,,,,,,,
,,,,,,2021/11/21,1075,,,,,,,
,,,,,,2021/8/25,425,,,,,,,
,,,,,,2021/8/25,734,,,,,,,
,,,,,,2021/8/25,299,,,,,,,
,,,,,,2021/8/25,175,,,,,,,
,,,,,,2021/8/25,0,,,,,,,
,,,,,,2021/8/25,0,,,,,,,
,,,,,,2021/8/25,350,,,,,,,
,,,,,,2021/8/25,0,,,,,,,
,,,,,,2021/8/25,0,,,,,,,
,,,,,,2021/9/28,32,,,,,,,
,,,,,,2021/9/28,46,,,,,,,
,,,,,,2021/9/28,0,,,,,,,
,,,,,,2021/9/28,0,,,,,,,
,,,,,,2021/9/28,100,,,,,,,
,,,,,,2021/11/13,75,,,,,,,
,,,,,,2021/11/13,92,,,,,,,
,,,,,,2021/11/13,592,,,,,,,
,,,,,,2021/11/13,300,,,,,,,
,,,,,,2022/6/12,225,,,,,,,
,,,,,,2022/6/12,0,,,,,,,
,,,,,,2022/6/12,0,,,,,,,
,,,,,,2022/6/12,0,,,,,,,
,,,,,,2022/6/12,0,,,,,,,
,,,,,,2022/6/12,0,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/3/25,1367,,,,,,,
,,,,,,2022/3/25,1025,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/3/25,200,,,,,,,
,,,,,,2022/3/25,122,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2021/11/21,1113,,,,,,,
,,,,,,2021/11/21,250,,,,,,,
,,,,,,2021/11/21,25,,,,,,,
,,,,,,2021/11/21,25,,,,,,,
,,,,,,2021/11/21,46,,,,,,,
,,,,,,2021/9/28,0,,,,,,,
,,,,,,2022/2/28,25,,,,,,,
,,,,,,2021/11/13,146,,,,,,,
,,,,,,2021/11/13,25,,,,,,,
,,,,,,2021/11/13,195,,,,,,,
,,,,,,2022/6/12,325,,,,,,,
,,,,,,2022/6/12,1266,,,,,,,
,,,,,,2022/6/12,296,,,,,,,
,,,,,,2022/6/12,43,,,,,,,
,,,,,,2022/6/12,0,,,,,,,
,,,,,,2022/6/12,149,,,,,,,
,,,,,,2022/6/12,0,,,,,,,
,,,,,,2022/3/25,50,,,,,,,
,,,,,,2022/3/25,325,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/6/29,21,,,,,,,
,,,,,,2021/11/21,400,,,,,,,
,,,,,,2021/11/21,269,,,,,,,
,,,,,,2021/11/21,46,,,,,,,
,,,,,,2021/11/21,0,,,,,,,
,,,,,,2022/2/28,0,,,,,,,
,,,,,,2022/2/28,0,,,,,,,
,,,,,,2022/2/28,0,,,,,,,
,,,,,,2022/2/28,25,,,,,,,
,,,,,,2022/2/28,349,,,,,,,
,,,,,,2022/2/28,0,,,,,,,
,,,,,,2021/11/13,347,,,,,,,
,,,,,,2021/11/17,150,,,,,,,
,,,,,,2021/11/17,150,,,,,,,
,,,,,,2021/11/17,96,,,,,,,
,,,,,,2021/11/17,0,,,,,,,
,,,,,,2021/11/17,25,,,,,,,
,,,,,,2022/6/12,0,,,,,,,
,,,,,,2022/6/12,275,,,,,,,
,,,,,,2022/6/12,0,,,,,,,
,,,,,,2022/6/12,0,,,,,,,
,,,,,,2022/6/12,221,,,,,,,
,,,,,,2022/6/29,2021,,,,,,,
,,,,,,2022/6/29,100,,,,,,,
,,,,,,2022/6/29,223,,,,,,,
,,,,,,2021/11/21,600,,,,,,,
,,,,,,2021/11/21,653,,,,,,,
,,,,,,2021/11/21,565,,,,,,,
,,,,,,2021/11/21,237,,,,,,,
,,,,,,2022/4/7,180,,,,,,,
,,,,,,2022/4/7,0,,,,,,,
,,,,,,2021/11/14,125,,,,,,,
,,,,,,2021/11/14,377,,,,,,,
,,,,,,2021/11/14,25,,,,,,,
,,,,,,2021/11/14,175,,,,,,,
,,,,,,2021/11/14,224,,,,,,,
,,,,,,2021/11/14,144,,,,,,,
,,,,,,2021/11/14,0,,,,,,,
,,,,,,2021/11/14,156,,,,,,,
,,,,,,2022/1/18,63,,,,,,,
,,,,,,2022/1/18,75,,,,,,,
,,,,,,2022/1/18,225,,,,,,,
,,,,,,2022/1/18,146,,,,,,,
,,,,,,2022/1/18,517,,,,,,,
,,,,,,2022/1/18,499,,,,,,,
,,,,,,2022/1/18,275,,,,,,,
,,,,,,2022/2/28,1188,,,,,,,
,,,,,,2022/2/28,148,,,,,,,
,,,,,,2022/2/28,625,,,,,,,
