Date,WIP,,,WIP,,date,all_wpd,,,MOVE,,DATE,WIP,MOVE
2022/7/23,238,,,,,,,,,,,,,
2022/7/23,0,,,,,,,,,,,,,
2022/7/23,25,,,,,,,,,,,,,
2022/7/23,113,,,,,,,,,,,,,
2022/7/23,50,,,,,,,,,,,,,
2022/7/23,21,,,,,,,,,,,,,
2022/2/18,835,,,,,,,,,,,,,
2022/2/18,24,,,,,,,,,,,,,
2022/2/18,523,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,
2022/2/18,146,,,,,,,,,,,,,
2022/5/2,275,,,,,,,,,,,,,
2021/8/30,100,,,,,,,,,,,,,
2021/8/30,25,,,,,,,,,,,,,
2021/9/4,50,,,,,,,,,,,,,
2022/7/23,449,,,,,,,,,,,,,
2022/7/23,56,,,,,,,,,,,,,
2022/6/27,1406,,,,,,,,,,,,,
2022/6/27,964,,,,,,,,,,,,,
2022/6/27,296,,,,,,,,,,,,,
2022/6/27,102,,,,,,,,,,,,,
2022/6/27,67,,,,,,,,,,,,,
2022/6/27,1121,,,,,,,,,,,,,
2022/6/27,187,,,,,,,,,,,,,
2021/11/4,25,,,,,,,,,,,,,
2022/6/17,25,,,,,,,,,,,,,
2022/6/17,250,,,,,,,,,,,,,
2022/7/23,247,,,,,,,,,,,,,
2022/7/23,38,,,,,,,,,,,,,
2022/7/23,0,,,,,,,,,,,,,
2022/7/23,46,,,,,,,,,,,,,
2022/7/23,0,,,,,,,,,,,,,
2022/7/23,0,,,,,,,,,,,,,
2022/5/2,122,,,,,,,,,,,,,
2022/5/2,25,,,,,,,,,,,,,
2022/5/2,100,,,,,,,,,,,,,
2022/5/2,50,,,,,,,,,,,,,
2022/5/2,75,,,,,,,,,,,,,
2022/5/2,0,,,,,,,,,,,,,
2022/5/2,98,,,,,,,,,,,,,
2022/5/2,0,,,,,,,,,,,,,
2021/8/30,46,,,,,,,,,,,,,
2021/8/30,0,,,,,,,,,,,,,
2021/8/30,0,,,,,,,,,,,,,
2021/8/30,0,,,,,,,,,,,,,
2021/8/30,46,,,,,,,,,,,,,
2021/8/30,71,,,,,,,,,,,,,
2021/8/30,91,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/7/23,100,,,,,,,,,,,,,
2022/7/23,124,,,,,,,,,,,,,
2022/7/23,0,,,,,,,,,,,,,
2022/7/23,150,,,,,,,,,,,,,
2022/7/23,1187,,,,,,,,,,,,,
2022/7/23,0,,,,,,,,,,,,,
2022/6/27,0,,,,,,,,,,,,,
2022/6/27,583,,,,,,,,,,,,,
2022/6/27,75,,,,,,,,,,,,,
2022/6/27,3213,,,,,,,,,,,,,
2022/6/27,50,,,,,,,,,,,,,
2022/6/17,75,,,,,,,,,,,,,
2022/6/17,1277,,,,,,,,,,,,,
2022/6/17,396,,,,,,,,,,,,,
2022/6/17,25,,,,,,,,,,,,,
2022/6/17,522,,,,,,,,,,,,,
2022/6/17,0,,,,,,,,,,,,,
2022/5/2,0,,,,,,,,,,,,,
2022/5/2,146,,,,,,,,,,,,,
2022/5/2,350,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/5/4,125,,,,,,,,,,,,,
2022/5/4,63,,,,,,,,,,,,,
2022/7/23,75,,,,,,,,,,,,,
2022/7/23,50,,,,,,,,,,,,,
2022/7/23,131,,,,,,,,,,,,,
2022/7/23,25,,,,,,,,,,,,,
2022/7/23,385,,,,,,,,,,,,,
2022/7/23,305,,,,,,,,,,,,,
2022/6/27,91,,,,,,,,,,,,,
2022/6/27,1037,,,,,,,,,,,,,
2022/6/27,2303,,,,,,,,,,,,,
2022/6/27,234,,,,,,,,,,,,,
2022/6/27,0,,,,,,,,,,,,,
2022/6/17,165,,,,,,,,,,,,,
2022/6/17,425,,,,,,,,,,,,,
2022/6/17,238,,,,,,,,,,,,,
2022/6/17,0,,,,,,,,,,,,,
2022/5/2,99,,,,,,,,,,,,,
2022/5/2,82,,,,,,,,,,,,,
2022/5/2,50,,,,,,,,,,,,,
2022/5/2,98,,,,,,,,,,,,,
2022/3/3,319,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/5/4,25,,,,,,,,,,,,,
2021/8/25,17,,,,,,,,,,,,,
2022/6/17,321,,,,,,,,,,,,,
2022/6/17,74,,,,,,,,,,,,,
2021/10/21,23,,,,,,,,,,,,,
2021/10/21,125,,,,,,,,,,,,,
2021/10/21,87,,,,,,,,,,,,,
2022/3/3,0,,,,,,,,,,,,,
2022/3/3,0,,,,,,,,,,,,,
2022/3/3,0,,,,,,,,,,,,,
2022/3/3,215,,,,,,,,,,,,,
2022/3/3,49,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/5/4,50,,,,,,,,,,,,,
2022/5/4,46,,,,,,,,,,,,,
2021/8/25,146,,,,,,,,,,,,,
2021/8/25,184,,,,,,,,,,,,,
2021/8/25,0,,,,,,,,,,,,,
2021/8/25,0,,,,,,,,,,,,,
2021/8/25,47,,,,,,,,,,,,,
2021/8/25,482,,,,,,,,,,,,,
2021/10/21,309,,,,,,,,,,,,,
2021/10/21,100,,,,,,,,,,,,,
2021/11/22,0,,,,,,,,,,,,,
2021/11/22,0,,,,,,,,,,,,,
2021/11/22,727,,,,,,,,,,,,,
2021/11/22,118,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2022/3/3,50,,,,,,,,,,,,,
2022/3/3,50,,,,,,,,,,,,,
2022/3/3,0,,,,,,,,,,,,,
2022/7/4,587,,,,,,,,,,,,,
2022/7/4,0,,,,,,,,,,,,,
2022/7/4,1236,,,,,,,,,,,,,
2022/7/4,4,,,,,,,,,,,,,
2022/7/4,0,,,,,,,,,,,,,
2022/7/4,0,,,,,,,,,,,,,
2022/7/4,3246,,,,,,,,,,,,,
2022/7/4,46,,,,,,,,,,,,,
2022/7/4,0,,,,,,,,,,,,,
2021/10/21,0,,,,,,,,,,,,,
2021/10/21,25,,,,,,,,,,,,,
2021/10/21,175,,,,,,,,,,,,,
2021/10/21,123,,,,,,,,,,,,,
2021/10/21,150,,,,,,,,,,,,,
2021/10/21,909,,,,,,,,,,,,,
2021/10/21,647,,,,,,,,,,,,,
2021/10/21,670,,,,,,,,,,,,,
2021/11/22,146,,,,,,,,,,,,,
2021/11/22,473,,,,,,,,,,,,,
2021/10/2,75,,,,,,,,,,,,,
2021/10/2,25,,,,,,,,,,,,,
2021/10/2,25,,,,,,,,,,,,,
2021/10/2,25,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2022/7/22,625,,,,,,,,,,,,,
2022/7/22,84,,,,,,,,,,,,,
2022/7/4,325,,,,,,,,,,,,,
2022/7/4,25,,,,,,,,,,,,,
2022/7/4,175,,,,,,,,,,,,,
2022/7/4,60,,,,,,,,,,,,,
2022/7/4,0,,,,,,,,,,,,,
2022/7/4,413,,,,,,,,,,,,,
2021/10/21,50,,,,,,,,,,,,,
2021/10/21,0,,,,,,,,,,,,,
2021/10/21,75,,,,,,,,,,,,,
2021/11/22,71,,,,,,,,,,,,,
2021/11/22,50,,,,,,,,,,,,,
2021/11/22,396,,,,,,,,,,,,,
2021/11/22,1485,,,,,,,,,,,,,
2021/10/2,25,,,,,,,,,,,,,
2021/10/2,165,,,,,,,,,,,,,
2021/10/2,50,,,,,,,,,,,,,
2021/10/2,88,,,,,,,,,,,,,
2021/10/2,796,,,,,,,,,,,,,
2021/10/2,42,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,100,,,,,,,,,,,,,
2022/7/22,51,,,,,,,,,,,,,
2022/7/22,665,,,,,,,,,,,,,
2022/7/22,0,,,,,,,,,,,,,
2022/7/4,591,,,,,,,,,,,,,
2021/11/22,12,,,,,,,,,,,,,
2021/11/22,50,,,,,,,,,,,,,
2021/11/22,25,,,,,,,,,,,,,
2021/11/22,0,,,,,,,,,,,,,
2021/11/22,650,,,,,,,,,,,,,
2021/10/2,329,,,,,,,,,,,,,
2021/10/2,1213,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2022/7/22,0,,,,,,,,,,,,,
2022/7/22,369,,,,,,,,,,,,,
2022/7/22,74,,,,,,,,,,,,,
2022/7/22,464,,,,,,,,,,,,,
2022/8/14,143,,,,,,,,,,,,,
2022/8/14,194,,,,,,,,,,,,,
2022/8/14,75,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2022/5/1,0,,,,,,,,,,,,,
2022/5/1,25,,,,,,,,,,,,,
2022/5/1,296,,,,,,,,,,,,,
2022/5/1,1190,,,,,,,,,,,,,
2022/7/22,25,,,,,,,,,,,,,
2022/3/19,249,,,,,,,,,,,,,
2022/3/19,100,,,,,,,,,,,,,
2022/3/19,0,,,,,,,,,,,,,
2021/12/16,25,,,,,,,,,,,,,
2022/5/1,0,,,,,,,,,,,,,
2022/5/1,0,,,,,,,,,,,,,
2022/5/1,0,,,,,,,,,,,,,
2022/5/1,115,,,,,,,,,,,,,
2022/3/19,1771,,,,,,,,,,,,,
2021/12/16,0,,,,,,,,,,,,,
2021/12/16,353,,,,,,,,,,,,,
2021/9/25,1036,,,,,,,,,,,,,
2021/9/25,75,,,,,,,,,,,,,
2022/8/14,25,,,,,,,,,,,,,
2022/8/14,0,,,,,,,,,,,,,
2022/8/14,0,,,,,,,,,,,,,
2022/8/14,2197,,,,,,,,,,,,,
2021/12/7,238,,,,,,,,,,,,,
2021/12/7,123,,,,,,,,,,,,,
2021/12/7,100,,,,,,,,,,,,,
2021/12/8,25,,,,,,,,,,,,,
2021/12/8,50,,,,,,,,,,,,,
2021/12/8,84,,,,,,,,,,,,,
2021/12/8,197,,,,,,,,,,,,,
2022/5/1,22,,,,,,,,,,,,,
2022/5/1,321,,,,,,,,,,,,,
2022/5/1,175,,,,,,,,,,,,,
2022/3/19,94,,,,,,,,,,,,,
2022/3/19,25,,,,,,,,,,,,,
2022/5/13,0,,,,,,,,,,,,,
2022/5/13,52,,,,,,,,,,,,,
2022/5/13,0,,,,,,,,,,,,,
2021/9/25,100,,,,,,,,,,,,,
2021/9/25,25,,,,,,,,,,,,,
2021/9/25,225,,,,,,,,,,,,,
2021/9/25,37,,,,,,,,,,,,,
2022/8/14,149,,,,,,,,,,,,,
2022/8/14,121,,,,,,,,,,,,,
2021/10/6,0,,,,,,,,,,,,,
2021/12/7,402,,,,,,,,,,,,,
2021/12/7,95,,,,,,,,,,,,,
2021/12/7,0,,,,,,,,,,,,,
2021/12/7,0,,,,,,,,,,,,,
2021/12/7,209,,,,,,,,,,,,,
2021/12/7,50,,,,,,,,,,,,,
2021/12/7,835,,,,,,,,,,,,,
2022/5/1,107,,,,,,,,,,,,,
2022/5/1,420,,,,,,,,,,,,,
2021/9/14,0,,,,,,,,,,,,,
2021/9/14,0,,,,,,,,,,,,,
2022/5/13,0,,,,,,,,,,,,,
2022/5/13,284,,,,,,,,,,,,,
2022/5/13,183,,,,,,,,,,,,,
2021/9/25,162,,,,,,,,,,,,,
2021/9/25,0,,,,,,,,,,,,,
2021/9/25,25,,,,,,,,,,,,,
2021/10/6,74,,,,,,,,,,,,,
2021/10/6,223,,,,,,,,,,,,,
2021/10/6,25,,,,,,,,,,,,,
2021/10/6,174,,,,,,,,,,,,,
2021/10/6,0,,,,,,,,,,,,,
2021/10/6,75,,,,,,,,,,,,,
2021/12/7,25,,,,,,,,,,,,,
2021/12/7,355,,,,,,,,,,,,,
2021/12/7,362,,,,,,,,,,,,,
2021/12/7,482,,,,,,,,,,,,,
2021/12/7,124,,,,,,,,,,,,,
2021/12/8,96,,,,,,,,,,,,,
2021/12/8,96,,,,,,,,,,,,,
2021/12/8,546,,,,,,,,,,,,,
2021/12/8,50,,,,,,,,,,,,,
2021/12/8,171,,,,,,,,,,,,,
2021/12/8,338,,,,,,,,,,,,,
2021/9/14,70,,,,,,,,,,,,,
2021/9/14,0,,,,,,,,,,,,,
2021/9/14,191,,,,,,,,,,,,,
2021/9/14,146,,,,,,,,,,,,,
2021/9/14,308,,,,,,,,,,,,,
2022/5/13,0,,,,,,,,,,,,,
2022/5/13,0,,,,,,,,,,,,,
2022/5/13,55,,,,,,,,,,,,,
2022/5/13,0,,,,,,,,,,,,,
2021/10/28,0,,,,,,,,,,,,,
2021/10/28,563,,,,,,,,,,,,,
2021/10/28,0,,,,,,,,,,,,,
2021/10/28,71,,,,,,,,,,,,,
2021/10/6,25,,,,,,,,,,,,,
2021/10/6,199,,,,,,,,,,,,,
2021/10/6,550,,,,,,,,,,,,,
2021/12/7,25,,,,,,,,,,,,,
2021/12/7,109,,,,,,,,,,,,,
2021/12/8,25,,,,,,,,,,,,,
2021/12/8,121,,,,,,,,,,,,,
2021/12/8,150,,,,,,,,,,,,,
2021/12/8,25,,,,,,,,,,,,,
2021/12/8,376,,,,,,,,,,,,,
2021/9/14,0,,,,,,,,,,,,,
2021/9/14,41,,,,,,,,,,,,,
2021/9/14,233,,,,,,,,,,,,,
2021/9/14,0,,,,,,,,,,,,,
2021/9/14,75,,,,,,,,,,,,,
2021/9/14,878,,,,,,,,,,,,,
2021/9/14,198,,,,,,,,,,,,,
2021/9/14,50,,,,,,,,,,,,,
2021/10/28,75,,,,,,,,,,,,,
2021/10/28,1036,,,,,,,,,,,,,
2021/10/28,662,,,,,,,,,,,,,
2021/10/28,25,,,,,,,,,,,,,
2021/10/28,0,,,,,,,,,,,,,
2021/10/28,0,,,,,,,,,,,,,
2022/2/21,434,,,,,,,,,,,,,
2022/2/21,1052,,,,,,,,,,,,,
2022/2/21,664,,,,,,,,,,,,,
2021/10/6,0,,,,,,,,,,,,,
2021/10/6,0,,,,,,,,,,,,,
2021/10/6,24,,,,,,,,,,,,,
2021/12/8,307,,,,,,,,,,,,,
2021/9/14,0,,,,,,,,,,,,,
2021/9/14,21,,,,,,,,,,,,,
2021/9/14,0,,,,,,,,,,,,,
2021/9/14,216,,,,,,,,,,,,,
2021/9/14,0,,,,,,,,,,,,,
2021/9/14,338,,,,,,,,,,,,,
2021/9/14,75,,,,,,,,,,,,,
2021/9/14,50,,,,,,,,,,,,,
2021/9/14,0,,,,,,,,,,,,,
2021/9/14,225,,,,,,,,,,,,,
2021/9/14,0,,,,,,,,,,,,,
2022/2/7,0,,,,,,,,,,,,,
2022/2/7,0,,,,,,,,,,,,,
2022/2/7,0,,,,,,,,,,,,,
2022/2/21,25,,,,,,,,,,,,,
2022/2/21,210,,,,,,,,,,,,,
2022/2/21,0,,,,,,,,,,,,,
2022/2/21,361,,,,,,,,,,,,,
2021/10/6,444,,,,,,,,,,,,,
2021/9/14,21,,,,,,,,,,,,,
2022/2/7,171,,,,,,,,,,,,,
2022/2/7,0,,,,,,,,,,,,,
2022/2/7,31,,,,,,,,,,,,,
2022/2/7,591,,,,,,,,,,,,,
2022/2/7,647,,,,,,,,,,,,,
2022/2/7,650,,,,,,,,,,,,,
2022/2/21,1314,,,,,,,,,,,,,
2022/3/21,75,,,,,,,,,,,,,
2022/2/7,0,,,,,,,,,,,,,
2022/2/7,0,,,,,,,,,,,,,
2022/2/7,74,,,,,,,,,,,,,
2022/2/7,46,,,,,,,,,,,,,
2022/2/21,75,,,,,,,,,,,,,
2022/2/21,0,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/5/4,225,,,,,,,,,,,,,
2022/3/21,71,,,,,,,,,,,,,
2022/3/21,0,,,,,,,,,,,,,
2022/3/21,131,,,,,,,,,,,,,
2022/3/21,2146,,,,,,,,,,,,,
2022/3/21,100,,,,,,,,,,,,,
2022/2/7,2319,,,,,,,,,,,,,
2022/2/7,100,,,,,,,,,,,,,
2022/2/7,396,,,,,,,,,,,,,
2022/2/7,50,,,,,,,,,,,,,
2022/2/7,150,,,,,,,,,,,,,
2022/2/7,625,,,,,,,,,,,,,
2022/5/4,92,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/5/4,95,,,,,,,,,,,,,
2022/5/4,25,,,,,,,,,,,,,
2022/5/4,500,,,,,,,,,,,,,
2022/3/21,21,,,,,,,,,,,,,
2022/3/21,534,,,,,,,,,,,,,
2022/8/14,175,,,,,,,,,,,,,
2022/8/14,17,,,,,,,,,,,,,
2022/8/14,175,,,,,,,,,,,,,
2022/8/14,720,,,,,,,,,,,,,
2022/5/4,171,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/5/4,0,,,,,,,,,,,,,
2022/3/21,50,,,,,,,,,,,,,
2022/3/21,393,,,,,,,,,,,,,
2022/8/14,0,,,,,,,,,,,,,
2022/8/14,0,,,,,,,,,,,,,
2022/8/14,0,,,,,,,,,,,,,
2022/8/14,0,,,,,,,,,,,,,
2022/8/14,0,,,,,,,,,,,,,
2022/8/14,0,,,,,,,,,,,,,
2021/9/12,125,,,,,,,,,,,,,
2021/9/12,25,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,82,,,,,,,,,,,,,
2022/8/14,0,,,,,,,,,,,,,
2022/8/14,120,,,,,,,,,,,,,
2022/8/14,1245,,,,,,,,,,,,,
2022/8/14,1459,,,,,,,,,,,,,
2022/8/14,6146,,,,,,,,,,,,,
2022/8/14,99,,,,,,,,,,,,,
2022/8/14,3388,,,,,,,,,,,,,
2021/9/12,550,,,,,,,,,,,,,
2021/9/12,50,,,,,,,,,,,,,
2021/9/12,125,,,,,,,,,,,,,
2021/9/12,25,,,,,,,,,,,,,
2021/8/24,0,,,,,,,,,,,,,
2021/8/24,0,,,,,,,,,,,,,
2021/10/8,247,,,,,,,,,,,,,
2021/10/8,24,,,,,,,,,,,,,
2021/10/8,151,,,,,,,,,,,,,
2021/10/8,766,,,,,,,,,,,,,
2021/9/2,25,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,200,,,,,,,,,,,,,
2021/9/2,222,,,,,,,,,,,,,
2021/9/12,125,,,,,,,,,,,,,
2021/9/12,347,,,,,,,,,,,,,
2021/9/12,390,,,,,,,,,,,,,
2021/8/24,0,,,,,,,,,,,,,
2021/8/24,0,,,,,,,,,,,,,
2021/8/24,50,,,,,,,,,,,,,
2021/8/24,0,,,,,,,,,,,,,
2021/12/17,25,,,,,,,,,,,,,
2022/1/4,345,,,,,,,,,,,,,
2022/1/4,71,,,,,,,,,,,,,
2022/1/4,125,,,,,,,,,,,,,
2022/1/4,0,,,,,,,,,,,,,
2022/1/4,25,,,,,,,,,,,,,
2022/1/4,430,,,,,,,,,,,,,
2021/10/8,157,,,,,,,,,,,,,
2021/10/8,25,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,
2021/10/8,50,,,,,,,,,,,,,
2021/10/8,150,,,,,,,,,,,,,
2021/10/8,27,,,,,,,,,,,,,
2021/9/2,21,,,,,,,,,,,,,
2021/9/2,50,,,,,,,,,,,,,
2021/9/2,100,,,,,,,,,,,,,
2021/9/2,488,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,25,,,,,,,,,,,,,
2021/9/12,125,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2022/1/14,117,,,,,,,,,,,,,
2022/2/14,48,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,
2022/2/14,196,,,,,,,,,,,,,
2022/2/14,799,,,,,,,,,,,,,
2022/2/14,95,,,,,,,,,,,,,
2021/12/17,956,,,,,,,,,,,,,
2021/12/17,0,,,,,,,,,,,,,
2021/12/17,151,,,,,,,,,,,,,
2021/12/17,0,,,,,,,,,,,,,
2021/12/17,0,,,,,,,,,,,,,
2021/12/17,0,,,,,,,,,,,,,
2021/10/8,892,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,
2021/10/8,25,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,
2021/9/2,50,,,,,,,,,,,,,
2021/9/2,320,,,,,,,,,,,,,
2021/9/2,543,,,,,,,,,,,,,
2022/1/14,96,,,,,,,,,,,,,
2022/1/14,25,,,,,,,,,,,,,
2022/1/14,0,,,,,,,,,,,,,
2022/1/14,360,,,,,,,,,,,,,
2022/2/14,323,,,,,,,,,,,,,
2022/2/14,517,,,,,,,,,,,,,
2022/2/14,286,,,,,,,,,,,,,
2022/2/14,21,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,
2022/2/14,100,,,,,,,,,,,,,
2021/12/17,24,,,,,,,,,,,,,
2021/12/17,101,,,,,,,,,,,,,
2021/10/8,192,,,,,,,,,,,,,
2021/10/8,125,,,,,,,,,,,,,
2021/10/8,50,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,
2021/9/2,184,,,,,,,,,,,,,
2021/9/2,40,,,,,,,,,,,,,
2022/1/14,223,,,,,,,,,,,,,
2022/1/14,407,,,,,,,,,,,,,
2022/2/14,907,,,,,,,,,,,,,
2022/2/14,704,,,,,,,,,,,,,
2022/2/14,248,,,,,,,,,,,,,
2022/6/3,119,,,,,,,,,,,,,
2022/7/12,253,,,,,,,,,,,,,
2022/7/12,175,,,,,,,,,,,,,
2022/7/12,411,,,,,,,,,,,,,
2022/7/12,96,,,,,,,,,,,,,
2021/9/7,325,,,,,,,,,,,,,
2021/9/7,124,,,,,,,,,,,,,
2021/9/7,48,,,,,,,,,,,,,
2021/9/7,4,,,,,,,,,,,,,
2021/9/7,0,,,,,,,,,,,,,
2022/6/3,145,,,,,,,,,,,,,
2022/6/3,48,,,,,,,,,,,,,
2022/6/3,73,,,,,,,,,,,,,
2022/6/3,25,,,,,,,,,,,,,
2022/6/3,0,,,,,,,,,,,,,
2022/6/3,329,,,,,,,,,,,,,
2022/7/12,574,,,,,,,,,,,,,
2022/7/12,346,,,,,,,,,,,,,
2022/7/12,25,,,,,,,,,,,,,
2021/9/7,150,,,,,,,,,,,,,
2021/9/7,0,,,,,,,,,,,,,
2021/9/7,25,,,,,,,,,,,,,
2021/9/7,124,,,,,,,,,,,,,
2021/9/7,395,,,,,,,,,,,,,
2021/9/7,0,,,,,,,,,,,,,
2021/9/7,300,,,,,,,,,,,,,
2022/1/16,196,,,,,,,,,,,,,
2022/6/3,705,,,,,,,,,,,,,
2022/6/3,0,,,,,,,,,,,,,
2021/10/27,345,,,,,,,,,,,,,
2021/10/27,125,,,,,,,,,,,,,
2022/7/12,25,,,,,,,,,,,,,
2022/7/12,100,,,,,,,,,,,,,
2022/7/12,0,,,,,,,,,,,,,
2021/12/17,0,,,,,,,,,,,,,
2021/10/2,46,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,189,,,,,,,,,,,,,
2022/7/3,357,,,,,,,,,,,,,
2021/9/7,71,,,,,,,,,,,,,
2021/9/7,425,,,,,,,,,,,,,
2021/9/7,25,,,,,,,,,,,,,
2021/9/7,25,,,,,,,,,,,,,
2021/9/7,0,,,,,,,,,,,,,
2021/10/27,992,,,,,,,,,,,,,
2021/10/27,149,,,,,,,,,,,,,
2021/10/27,198,,,,,,,,,,,,,
2021/12/17,0,,,,,,,,,,,,,
2021/10/16,215,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,71,,,,,,,,,,,,,
2021/10/2,100,,,,,,,,,,,,,
2022/7/3,50,,,,,,,,,,,,,
2022/7/3,275,,,,,,,,,,,,,
2022/7/3,21,,,,,,,,,,,,,
2022/7/3,1046,,,,,,,,,,,,,
2022/1/16,0,,,,,,,,,,,,,
2022/1/16,1200,,,,,,,,,,,,,
2022/1/16,237,,,,,,,,,,,,,
2022/1/16,73,,,,,,,,,,,,,
2021/8/25,0,,,,,,,,,,,,,
2021/8/25,321,,,,,,,,,,,,,
2021/10/16,121,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,
2021/10/16,444,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,
2021/10/16,75,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,48,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2022/7/3,692,,,,,,,,,,,,,
2022/7/3,0,,,,,,,,,,,,,
2022/7/3,121,,,,,,,,,,,,,
2022/7/3,0,,,,,,,,,,,,,
2022/7/3,82,,,,,,,,,,,,,
2022/1/16,608,,,,,,,,,,,,,
2022/1/16,0,,,,,,,,,,,,,
2022/1/16,121,,,,,,,,,,,,,
2021/8/25,75,,,,,,,,,,,,,
2021/8/25,75,,,,,,,,,,,,,
2021/8/25,0,,,,,,,,,,,,,
2021/8/25,25,,,,,,,,,,,,,
2021/8/25,336,,,,,,,,,,,,,
2021/8/25,50,,,,,,,,,,,,,
2021/10/16,388,,,,,,,,,,,,,
2021/10/16,523,,,,,,,,,,,,,
2021/10/16,49,,,,,,,,,,,,,
2021/10/2,57,,,,,,,,,,,,,
2021/10/2,148,,,,,,,,,,,,,
2021/10/2,148,,,,,,,,,,,,,
2021/10/2,285,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2022/7/3,526,,,,,,,,,,,,,
2022/7/3,75,,,,,,,,,,,,,
2022/7/3,61,,,,,,,,,,,,,
2022/7/3,0,,,,,,,,,,,,,
2022/3/7,0,,,,,,,,,,,,,
2022/5/17,25,,,,,,,,,,,,,
2022/5/17,66,,,,,,,,,,,,,
2022/5/17,0,,,,,,,,,,,,,
2022/5/17,0,,,,,,,,,,,,,
2021/10/3,50,,,,,,,,,,,,,
2021/10/3,1517,,,,,,,,,,,,,
2021/8/27,100,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,
2021/10/16,883,,,,,,,,,,,,,
2021/10/16,500,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,
2021/8/29,0,,,,,,,,,,,,,
2021/8/29,0,,,,,,,,,,,,,
2021/8/29,197,,,,,,,,,,,,,
2021/8/29,116,,,,,,,,,,,,,
2022/3/7,362,,,,,,,,,,,,,
2022/5/17,0,,,,,,,,,,,,,
2022/5/17,23,,,,,,,,,,,,,
2022/5/17,0,,,,,,,,,,,,,
2022/5/17,0,,,,,,,,,,,,,
2022/5/17,50,,,,,,,,,,,,,
2022/4/17,0,,,,,,,,,,,,,
2022/4/17,4,,,,,,,,,,,,,
2021/10/3,23,,,,,,,,,,,,,
2021/10/3,200,,,,,,,,,,,,,
2021/9/13,235,,,,,,,,,,,,,
2021/8/27,25,,,,,,,,,,,,,
2021/8/27,636,,,,,,,,,,,,,
2021/10/16,21,,,,,,,,,,,,,
2021/10/16,46,,,,,,,,,,,,,
2021/10/25,1266,,,,,,,,,,,,,
2021/10/25,0,,,,,,,,,,,,,
2021/10/25,75,,,,,,,,,,,,,
2021/10/25,175,,,,,,,,,,,,,
2021/10/25,322,,,,,,,,,,,,,
2021/10/25,0,,,,,,,,,,,,,
2021/8/29,24,,,,,,,,,,,,,
2021/8/29,102,,,,,,,,,,,,,
2021/8/29,25,,,,,,,,,,,,,
2021/8/29,420,,,,,,,,,,,,,
2021/8/29,25,,,,,,,,,,,,,
2021/8/29,50,,,,,,,,,,,,,
2021/8/29,100,,,,,,,,,,,,,
2022/3/7,621,,,,,,,,,,,,,
2022/5/17,146,,,,,,,,,,,,,
