Date,WIP,,,WIP,,date,all_wpd,,,MOVE,,DATE,WIP,MOVE
2022/5/27,31,,2022/4/28,4267,,2022/5/13,3009,,2022/4/27,11759,,2022/4/27,4384,11759
2022/5/27,0,,2022/4/29,700,,2022/5/13,2690,,2022/4/28,13183,,2022/4/28,4267,13183
2022/5/27,164,,2022/4/30,766,,2022/5/13,1903,,2022/4/29,16183,,2022/4/29,700,16183
2022/5/27,276,,2022/5/1,4432,,2021/9/11,2666,,2022/4/30,12688,,2022/4/30,766,12688
2021/10/15,25,,2022/5/2,3065,,2021/9/11,3010,,2022/5/1,11663,,2022/5/1,4432,11663
2022/3/9,125,,2022/5/3,1100,,2021/9/11,2994,,2022/5/2,16206,,2022/5/2,3065,16206
2022/3/9,125,,2022/5/4,2351,,2022/1/25,3034,,2022/5/3,10947,,2022/5/3,1100,10947
2022/1/31,0,,2022/5/5,875,,2022/1/25,3094,,2022/5/4,17787,,2022/5/4,2351,17787
2022/5/2,25,,2022/5/6,5471,,2022/1/25,2978,,2022/5/5,21330,,2022/5/5,875,21330
2022/5/2,173,,2022/5/7,0,,2022/1/25,2892,,2022/5/6,7982,,2022/5/6,5471,7982
2022/6/12,25,,2022/5/8,2637,,2021/8/25,2952,,2022/5/7,6056,,2022/5/7,0,6056
2022/6/12,658,,2022/5/9,3200,,2021/8/25,2904,,2022/5/8,12803,,2022/5/8,2637,12803
2022/6/12,0,,2022/5/10,0,,2021/8/25,3052,,2022/5/9,5500,,2022/5/9,3200,5500
2022/5/27,25,,2022/5/11,1812,,2022/5/5,3101,,2022/5/10,14884,,2022/5/10,0,14884
2022/5/27,25,,2022/5/12,9969,,2022/5/5,3061,,2022/5/11,7469,,2022/5/11,1812,7469
2022/5/27,0,,2022/5/13,3872,,2022/5/5,2949,,2022/5/12,11227,,2022/5/12,9969,11227
2022/5/30,0,,2022/5/14,4473,,2022/5/5,2918,,2022/5/13,16279,,2022/5/13,3872,16279
2021/10/12,0,,2022/5/15,2309,,2022/5/5,3655,,2022/5/14,6077,,2022/5/14,4473,6077
2021/10/15,125,,2022/5/16,6615,,2022/5/5,3113,,2022/5/15,20876,,2022/5/15,2309,20876
2022/1/31,100,,2022/5/17,993,,2022/5/5,2533,,2022/5/16,14229,,2022/5/16,6615,14229
2022/1/31,492,,2022/5/18,6129,,2022/1/1,2987,,2022/5/17,9589,,2022/5/17,993,9589
2022/5/2,0,,2022/5/19,0,,2022/1/1,2855,,2022/5/18,11774,,2022/5/18,6129,11774
2022/5/2,25,,2022/5/20,1879,,2022/1/1,3513,,2022/5/19,10373,,2022/5/19,0,10373
2022/5/2,29,,2022/5/21,869,,2021/12/4,2636,,2022/5/20,7891,,2022/5/20,1879,7891
2022/5/30,0,,2022/5/22,1183,,2021/12/4,4184,,2022/5/21,7929,,2022/5/21,869,7929
2022/5/30,50,,2022/5/23,7538,,2021/10/3,930,,2022/5/22,15014,,2022/5/22,1183,15014
2022/5/30,42,,2022/5/24,4479,,2021/10/3,3162,,2022/5/23,5622,,2022/5/23,7538,5622
2022/5/30,411,,2022/5/25,561,,2021/10/3,2963,,2022/5/24,5599,,2022/5/24,4479,5599
2021/10/12,427,,2022/5/26,0,,2021/10/3,4364,,2022/5/25,19409,,2022/5/25,561,19409
2021/10/12,493,,2022/5/27,758,,2021/10/3,2618,,2022/5/26,5956,,2022/5/26,0,5956
2021/10/12,0,,2022/5/28,1058,,2021/9/1,2825,,2022/5/27,13269,,2022/5/27,758,13269
2021/10/12,412,,2022/5/29,2531,,2021/9/1,2762,,2022/5/28,6092,,2022/5/28,1058,6092
2021/10/12,475,,2022/5/30,603,,2021/9/1,2214,,2022/5/29,17852,,2022/5/29,2531,17852
2021/10/12,0,,2022/5/31,3074,,2021/9/1,2584,,2022/5/30,10649,,2022/5/30,603,10649
2022/2/28,0,,2022/6/1,8227,,2021/12/19,3060,,2022/5/31,13257,,2022/5/31,3074,13257
2022/2/28,50,,2022/6/2,4521,,2021/12/19,2567,,2022/6/1,13788,,2022/6/1,8227,13788
2022/2/28,383,,2022/6/3,4768,,2021/12/19,3972,,2022/6/2,6098,,2022/6/2,4521,6098
2022/2/28,0,,2022/6/4,75,,2021/12/12,2998,,2022/6/3,7724,,2022/6/3,4768,7724
2022/1/31,150,,2022/6/5,11480,,2021/12/12,3891,,2022/6/4,8612,,2022/6/4,75,8612
2022/1/31,0,,2022/6/6,585,,2021/12/12,3128,,2022/6/5,1083,,2022/6/5,11480,1083
2022/1/31,0,,2022/6/7,10238,,2022/4/19,2852,,2022/6/6,7947,,2022/6/6,585,7947
2022/5/2,50,,2022/6/8,0,,2022/4/19,3048,,2022/6/7,4462,,2022/6/7,10238,4462
2022/5/2,195,,2022/6/9,0,,2022/4/19,3076,,2022/6/8,8307,,2022/6/8,0,8307
2022/2/14,1334,,2022/6/10,0,,2022/4/19,2072,,2022/6/9,14655,,2022/6/9,0,14655
2022/2/14,98,,2022/6/11,0,,2022/4/19,3808,,2022/6/10,6306,,2022/6/10,0,6306
2022/2/14,367,,2022/6/12,15024,,2022/6/11,2439,,2022/6/11,9759,,2022/6/11,0,9759
2022/2/14,135,,2022/6/13,4202,,2022/6/11,2964,,2022/6/12,7224,,2022/6/12,15024,7224
2022/5/30,0,,2022/6/14,16152,,2022/6/11,2805,,2022/6/13,6046,,2022/6/13,4202,6046
2022/5/30,0,,2022/6/15,0,,2022/6/11,1551,,2022/6/14,5184,,2022/6/14,16152,5184
2022/5/30,0,,2022/6/16,17028,,2022/5/9,3049,,2022/6/15,14800,,2022/6/15,0,14800
2022/5/30,0,,2022/6/17,3793,,2022/5/9,2451,,2022/6/16,11917,,2022/6/16,17028,11917
2022/5/30,0,,2022/6/18,14979,,2022/7/25,3262,,2022/6/17,8587,,2022/6/17,3793,8587
2022/5/30,50,,2022/6/19,6273,,2022/7/25,3053,,2022/6/18,10969,,2022/6/18,14979,10969
2021/10/2,50,,2022/6/20,20483,,2022/7/25,2866,,2022/6/19,17773,,2022/6/19,6273,17773
2021/10/2,25,,2022/6/21,9707,,2022/7/25,2719,,2022/6/20,8220,,2022/6/20,20483,8220
2021/10/2,75,,2022/6/22,8046,,2021/11/21,3097,,2022/6/21,16891,,2022/6/21,9707,16891
2022/2/28,2217,,2022/6/23,0,,2021/11/21,2927,,2022/6/22,7393,,2022/6/22,8046,7393
2022/2/28,2688,,2022/6/24,2778,,2021/12/9,3096,,2022/6/23,19503,,2022/6/23,0,19503
2022/2/28,0,,2022/6/25,3403,,2021/12/9,3203,,2022/6/24,15882,,2022/6/24,2778,15882
2022/2/14,899,,2022/6/26,6105,,2021/12/9,889,,2022/6/25,15600,,2022/6/25,3403,15600
2022/5/30,50,,2022/6/27,17797,,2021/12/9,3069,,2022/6/26,8644,,2022/6/26,6105,8644
2022/5/30,0,,2022/6/28,0,,2022/4/22,2379,,2022/6/27,13634,,2022/6/27,17797,13634
2021/10/2,215,,2022/6/29,4506,,2022/4/22,3017,,2022/6/28,9275,,2022/6/28,0,9275
2021/10/2,0,,2022/6/30,1397,,2022/4/22,3880,,2022/6/29,16333,,2022/6/29,4506,16333
2021/10/2,1242,,2022/7/1,0,,2022/6/29,2991,,2022/6/30,10748,,2022/6/30,1397,10748
2022/2/28,0,,2022/7/2,7482,,2022/6/29,2867,,2022/7/1,5052,,2022/7/1,0,5052
2022/3/12,25,,2022/7/3,15037,,2022/6/29,2813,,2022/7/2,6262,,2022/7/2,7482,6262
2022/3/12,317,,2022/7/4,8054,,2022/6/29,4287,,2022/7/3,10550,,2022/7/3,15037,10550
2022/3/12,50,,2022/7/5,9770,,2022/6/29,3375,,2022/7/4,13482,,2022/7/4,8054,13482
2022/2/14,0,,2022/7/6,3139,,2021/10/5,3042,,2022/7/5,2827,,2022/7/5,9770,2827
2022/2/14,499,,2022/7/7,1573,,2021/10/5,2882,,2022/7/6,12895,,2022/7/6,3139,12895
2022/2/14,204,,2022/7/8,3510,,2021/10/5,3058,,2022/7/7,13011,,2022/7/7,1573,13011
2022/2/14,50,,2022/7/9,1287,,2022/6/15,2530,,2022/7/8,18435,,2022/7/8,3510,18435
2022/2/14,50,,2022/7/10,3769,,2022/6/15,3072,,2022/7/9,17497,,2022/7/9,1287,17497
2022/2/14,0,,2022/7/11,10680,,2022/6/15,3038,,2022/7/10,19014,,2022/7/10,3769,19014
2022/2/14,25,,2022/7/12,17185,,2022/6/15,1017,,2022/7/11,15960,,2022/7/11,10680,15960
2022/2/14,121,,2022/7/13,1353,,2022/6/15,2572,,2022/7/12,17280,,2022/7/12,17185,17280
2022/7/2,225,,2022/7/14,6613,,2022/6/15,2571,,2022/7/13,13812,,2022/7/13,1353,13812
2022/7/2,0,,2022/7/15,1620,,2021/8/26,2741,,2022/7/14,11529,,2022/7/14,6613,11529
2022/7/2,3650,,2022/7/16,0,,2021/8/26,2288,,2022/7/15,10885,,2022/7/15,1620,10885
2022/3/12,590,,2022/7/17,3621,,2021/8/28,2523,,2022/7/16,18721,,2022/7/16,0,18721
2022/3/12,1646,,2022/7/18,15509,,2021/8/28,2927,,2022/7/17,15625,,2022/7/17,3621,15625
2022/3/12,321,,2022/7/19,9208,,2021/8/28,2848,,2022/7/18,8551,,2022/7/18,15509,8551
2022/3/12,0,,2022/7/20,5163,,2021/8/28,2499,,2022/7/19,12553,,2022/7/19,9208,12553
2022/3/12,0,,2022/7/21,11370,,2022/2/15,3060,,2022/7/20,10041,,2022/7/20,5163,10041
2022/6/5,2361,,2022/7/22,2357,,2022/2/15,2978,,2022/7/21,21078,,2022/7/21,11370,21078
2022/6/5,376,,2022/7/23,7489,,2022/2/15,3092,,2022/7/22,10492,,2022/7/22,2357,10492
2022/6/5,50,,2022/7/24,7371,,2022/2/15,4246,,2022/7/23,9406,,2022/7/23,7489,9406
2022/6/5,250,,2022/7/25,0,,2022/2/15,3121,,2022/7/24,10273,,2022/7/24,7371,10273
2022/7/2,225,,2022/7/26,0,,2022/1/22,3041,,2022/7/25,11900,,2022/7/25,0,11900
2022/7/2,125,,2022/7/27,0,,2022/1/22,2655,,2022/7/26,6387,,2022/7/26,0,6387
2022/7/2,0,,2022/7/28,2061,,2022/1/22,3140,,2022/7/27,13302,,2022/7/27,0,13302
2022/3/12,0,,2022/7/29,0,,2021/11/16,3224,,2022/7/28,21525,,2022/7/28,2061,21525
2022/3/12,50,,2022/7/30,0,,2021/11/16,2200,,2022/7/29,12045,,2022/7/29,0,12045
2021/9/21,75,,2022/7/31,8142,,2022/4/24,3116,,2022/7/30,14875,,2022/7/30,0,14875
2022/6/5,237,,2022/8/1,0,,2022/4/24,893,,2022/7/31,8711,,2022/7/31,8142,8711
2022/6/5,0,,2022/8/2,2367,,2022/4/24,2854,,2022/8/1,18121,,2022/8/1,0,18121
2022/6/5,707,,2022/8/3,9928,,2022/4/24,2823,,2022/8/2,14435,,2022/8/2,2367,14435
2022/6/5,50,,2022/8/4,3821,,2022/4/24,3078,,2022/8/3,14421,,2022/8/3,9928,14421
2022/6/5,1005,,2022/8/5,7183,,2022/4/24,2257,,2022/8/4,14096,,2022/8/4,3821,14096
2022/7/2,71,,2022/8/6,15187,,2022/7/22,2028,,2022/8/5,4531,,2022/8/5,7183,4531
2022/7/2,701,,2022/8/7,10033,,2022/7/22,3062,,2022/8/6,8642,,2022/8/6,15187,8642
2022/7/2,326,,2022/8/8,20123,,2022/7/22,2862,,2022/8/7,9668,,2022/8/7,10033,9668
2022/7/2,0,,2022/8/9,1165,,2022/7/22,2540,,2022/8/8,0,,2022/8/8,20123,0
2022/7/2,25,,2022/8/10,19295,,2021/11/4,2915,,2022/8/9,18055,,2022/8/9,1165,18055
2022/7/2,0,,2022/8/11,2359,,2021/11/4,3078,,2022/8/10,14075,,2022/8/10,19295,14075
2022/7/2,670,,2022/8/12,0,,2021/11/4,4384,,2022/8/11,13915,,2022/8/11,2359,13915
2022/7/2,50,,2022/8/13,15867,,2021/8/27,3243,,2022/8/12,14790,,2022/8/12,0,14790
2022/7/2,100,,2022/8/14,17912,,2022/6/24,2775,,2022/8/13,10662,,2022/8/13,15867,10662
2022/8/16,171,,2022/8/15,9705,,2022/6/24,4180,,2022/8/14,9980,,2022/8/14,17912,9980
2022/8/16,75,,2022/8/16,12815,,2022/6/24,2651,,2022/8/15,11750,,2022/8/15,9705,11750
2022/8/16,6486,,2022/8/17,3239,,2022/6/24,3445,,2022/8/16,17318,,2022/8/16,12815,17318
2022/8/16,75,,,,,2022/6/24,2831,,2022/8/17,0,,2022/8/17,3239,17318
2022/8/16,348,,,,,2022/3/29,4164,,,,,,,
2022/8/16,0,,,,,2022/3/29,2792,,,,,,,
2022/3/8,1,,,,,2022/3/29,0,,,,,,,
2021/9/21,350,,,,,2021/10/18,3009,,,,,,,
2021/9/21,119,,,,,2021/10/18,2297,,,,,,,
2021/9/21,63,,,,,2021/10/18,3091,,,,,,,
2021/9/21,634,,,,,2021/10/18,4249,,,,,,,
2021/9/21,199,,,,,2021/10/18,2181,,,,,,,
2022/6/5,1765,,,,,2022/3/19,2740,,,,,,,
2022/6/5,304,,,,,2022/3/19,2903,,,,,,,
2022/6/5,25,,,,,2022/3/19,0,,,,,,,
2022/6/5,0,,,,,2021/9/2,2853,,,,,,,
2022/6/5,125,,,,,2021/9/2,286,,,,,,,
2022/6/5,171,,,,,2022/7/2,25,,,,,,,
2022/8/16,75,,,,,2022/7/2,2988,,,,,,,
2022/8/16,2241,,,,,2022/7/2,3249,,,,,,,
2022/8/16,0,,,,,2021/11/3,3014,,,,,,,
2022/8/16,508,,,,,2021/11/3,3018,,,,,,,
2022/8/16,0,,,,,2021/11/3,3051,,,,,,,
2022/8/16,0,,,,,2021/11/3,4256,,,,,,,
2022/8/16,50,,,,,2022/4/6,2856,,,,,,,
2022/8/16,225,,,,,2022/4/6,2859,,,,,,,
2021/8/26,75,,,,,2022/4/6,3015,,,,,,,
2021/8/26,0,,,,,2022/4/6,2234,,,,,,,
2021/8/26,173,,,,,2022/4/6,3168,,,,,,,
2021/8/26,0,,,,,2022/2/12,3140,,,,,,,
2021/8/26,350,,,,,2021/12/21,2661,,,,,,,
2022/3/8,25,,,,,2021/12/21,2158,,,,,,,
2022/3/8,50,,,,,2021/8/30,1824,,,,,,,
2022/3/8,0,,,,,2021/8/30,1841,,,,,,,
2022/3/8,115,,,,,2021/8/30,3901,,,,,,,
2022/3/8,171,,,,,2021/8/31,3036,,,,,,,
2022/3/8,100,,,,,2021/8/31,2502,,,,,,,
2022/3/8,636,,,,,2021/8/31,2233,,,,,,,
2022/3/8,0,,,,,2021/8/31,2987,,,,,,,
2021/9/21,0,,,,,2021/12/10,2900,,,,,,,
2021/9/21,0,,,,,2021/12/10,3617,,,,,,,
2021/9/21,0,,,,,2021/12/10,3160,,,,,,,
2021/9/21,171,,,,,2022/3/1,2960,,,,,,,
2021/9/21,100,,,,,2022/3/1,3262,,,,,,,
2021/9/21,25,,,,,2022/3/1,0,,,,,,,
2021/12/13,155,,,,,2022/3/1,3103,,,,,,,
2022/8/16,50,,,,,2022/3/1,0,,,,,,,
2022/8/16,148,,,,,2021/12/16,3007,,,,,,,
2022/8/16,285,,,,,2022/1/13,0,,,,,,,
2022/8/16,692,,,,,2022/2/3,3098,,,,,,,
2021/8/26,25,,,,,2022/2/3,3304,,,,,,,
2021/8/26,0,,,,,2022/2/3,1934,,,,,,,
2021/8/26,0,,,,,2022/2/3,3154,,,,,,,
2021/8/26,0,,,,,2022/2/3,3886,,,,,,,
2021/8/26,125,,,,,2022/2/3,2634,,,,,,,
2021/8/26,121,,,,,2022/1/16,0,,,,,,,
2022/3/8,2768,,,,,2022/6/13,2907,,,,,,,
2022/3/8,0,,,,,2022/6/13,836,,,,,,,
2022/3/8,0,,,,,2022/6/13,2303,,,,,,,
2022/3/8,263,,,,,2022/1/11,2763,,,,,,,
2022/3/8,0,,,,,2022/1/11,2340,,,,,,,
2022/3/8,1645,,,,,2022/1/11,4250,,,,,,,
2021/9/21,174,,,,,2021/9/9,2769,,,,,,,
2021/9/21,367,,,,,2021/9/9,2903,,,,,,,
2021/12/13,50,,,,,2021/9/9,3713,,,,,,,
2021/12/13,25,,,,,2022/5/21,2613,,,,,,,
2021/12/13,0,,,,,2022/5/21,3094,,,,,,,
2022/4/13,25,,,,,2022/5/21,2222,,,,,,,
2022/4/13,23,,,,,2021/9/20,3041,,,,,,,
2022/4/13,0,,,,,2021/9/20,2943,,,,,,,
2022/4/13,0,,,,,2021/9/20,71,,,,,,,
2022/4/13,638,,,,,2021/9/20,4270,,,,,,,
2021/8/26,0,,,,,2021/10/30,2488,,,,,,,
2021/8/26,0,,,,,2021/10/30,2331,,,,,,,
2021/8/26,0,,,,,2022/6/9,3206,,,,,,,
2021/8/26,0,,,,,2022/6/9,2761,,,,,,,
2021/8/26,0,,,,,2022/6/9,3026,,,,,,,
2022/3/8,0,,,,,2022/6/9,3311,,,,,,,
2021/9/27,242,,,,,2022/6/9,2351,,,,,,,
2021/9/27,0,,,,,2022/4/17,2733,,,,,,,
2021/9/27,0,,,,,2022/4/17,2528,,,,,,,
2021/9/27,0,,,,,2022/4/17,3003,,,,,,,
2021/9/27,50,,,,,2022/4/17,3014,,,,,,,
2021/9/21,21,,,,,2022/4/17,3600,,,,,,,
2021/9/21,0,,,,,2022/4/17,22,,,,,,,
2021/9/21,0,,,,,2022/2/6,2386,,,,,,,
2021/9/12,284,,,,,2022/2/6,3143,,,,,,,
2021/9/12,810,,,,,2022/2/6,0,,,,,,,
2021/11/11,150,,,,,2021/9/6,2880,,,,,,,
2022/2/16,75,,,,,2021/9/13,2933,,,,,,,
2022/2/16,374,,,,,2021/9/13,2939,,,,,,,
2021/12/13,421,,,,,2021/9/13,2853,,,,,,,
2021/12/13,0,,,,,2021/9/5,3209,,,,,,,
2021/12/13,0,,,,,2021/9/5,2972,,,,,,,
2021/12/13,171,,,,,2021/9/5,2613,,,,,,,
2022/4/13,75,,,,,2021/9/5,4308,,,,,,,
2022/4/13,50,,,,,2021/9/5,3046,,,,,,,
2022/4/13,0,,,,,2021/9/14,3047,,,,,,,
2022/4/13,446,,,,,2021/9/14,2827,,,,,,,
2022/4/13,46,,,,,2021/9/14,2668,,,,,,,
2021/8/26,25,,,,,2021/9/14,3430,,,,,,,
2021/8/26,0,,,,,2022/1/7,3010,,,,,,,
2021/8/26,100,,,,,2022/1/7,2072,,,,,,,
2021/8/26,96,,,,,2021/10/26,2929,,,,,,,
2021/9/27,275,,,,,2021/10/26,4034,,,,,,,
2021/9/27,500,,,,,2021/9/10,2525,,,,,,,
2021/9/27,50,,,,,2021/9/10,2896,,,,,,,
2021/9/27,800,,,,,2021/9/10,3017,,,,,,,
2021/9/27,794,,,,,2021/9/10,4046,,,,,,,
2021/9/27,46,,,,,2021/9/10,3154,,,,,,,
2021/9/12,146,,,,,2021/9/21,2884,,,,,,,
2021/9/12,0,,,,,2021/9/21,2988,,,,,,,
2021/9/12,0,,,,,2021/9/21,4160,,,,,,,
2021/9/12,0,,,,,2021/9/21,2958,,,,,,,
2021/9/12,0,,,,,2021/9/7,3018,,,,,,,
2021/11/11,0,,,,,2021/9/7,2882,,,,,,,
2021/11/11,475,,,,,2021/11/13,3051,,,,,,,
2022/2/16,1407,,,,,2021/11/13,3046,,,,,,,
2022/2/16,1400,,,,,2021/11/13,2089,,,,,,,
2022/2/16,324,,,,,2021/11/13,2989,,,,,,,
2022/2/16,1082,,,,,2021/11/13,4046,,,,,,,
2022/2/12,200,,,,,2021/11/13,2626,,,,,,,
2022/2/12,0,,,,,2022/3/28,2297,,,,,,,
2022/2/12,246,,,,,2022/3/28,2923,,,,,,,
2022/2/12,50,,,,,2022/3/28,3723,,,,,,,
2022/2/12,517,,,,,2022/3/28,2673,,,,,,,
2022/4/13,363,,,,,2021/9/17,3939,,,,,,,
2021/9/27,22,,,,,2021/10/16,3063,,,,,,,
2021/9/27,45,,,,,2021/10/16,2648,,,,,,,
2021/9/12,175,,,,,2021/10/16,2595,,,,,,,
2021/9/12,160,,,,,2021/10/16,725,,,,,,,
2021/9/12,443,,,,,2022/1/6,2773,,,,,,,
2021/9/12,0,,,,,2022/1/6,2821,,,,,,,
2021/11/11,121,,,,,2022/1/6,175,,,,,,,
2021/11/11,0,,,,,2022/1/27,3106,,,,,,,
2022/2/16,376,,,,,2022/1/27,4105,,,,,,,
2022/2/16,814,,,,,2022/1/27,0,,,,,,,
2022/2/16,268,,,,,2021/11/12,1680,,,,,,,
2022/2/16,0,,,,,2021/11/12,4296,,,,,,,
2022/2/16,170,,,,,2021/11/12,2641,,,,,,,
2022/2/16,123,,,,,2022/7/16,2535,,,,,,,
2022/2/12,417,,,,,2022/7/16,2731,,,,,,,
2022/2/12,0,,,,,2022/7/16,3136,,,,,,,
2022/4/13,371,,,,,2022/7/16,4246,,,,,,,
2021/9/27,150,,,,,2022/7/16,3221,,,,,,,
2021/9/27,25,,,,,2022/7/16,2852,,,,,,,
2021/9/27,200,,,,,2021/9/23,2973,,,,,,,
2022/3/31,69,,,,,2021/9/23,2869,,,,,,,
2022/3/31,50,,,,,2021/9/23,673,,,,,,,
2022/3/31,24,,,,,2022/7/13,3005,,,,,,,
2021/9/12,100,,,,,2022/7/13,4387,,,,,,,
2021/9/12,0,,,,,2022/7/13,3204,,,,,,,
2021/9/12,25,,,,,2022/7/13,3216,,,,,,,
2021/9/12,150,,,,,2021/9/4,3103,,,,,,,
2021/9/12,0,,,,,2021/9/4,4083,,,,,,,
2021/9/12,148,,,,,2021/12/2,2684,,,,,,,
2021/11/11,0,,,,,2021/12/2,1444,,,,,,,
2021/11/11,106,,,,,2022/6/25,3090,,,,,,,
2022/2/16,306,,,,,2022/6/25,2901,,,,,,,
2022/2/12,0,,,,,2022/6/25,3003,,,,,,,
2022/2/12,1675,,,,,2022/6/25,3379,,,,,,,
2022/2/12,174,,,,,2022/6/25,3227,,,,,,,
2022/2/12,150,,,,,2021/9/12,3040,,,,,,,
2022/2/12,25,,,,,2021/9/12,2775,,,,,,,
2022/1/8,550,,,,,2021/9/12,2941,,,,,,,
2022/3/31,0,,,,,2021/9/12,3143,,,,,,,
2022/3/31,75,,,,,2021/11/17,3024,,,,,,,
2022/3/31,0,,,,,2021/11/17,3152,,,,,,,
2022/3/31,0,,,,,2021/11/17,2977,,,,,,,
2022/3/31,50,,,,,2021/12/27,3156,,,,,,,
2022/3/31,40,,,,,2021/12/27,2022,,,,,,,
2021/9/12,0,,,,,2021/12/27,3008,,,,,,,
2021/12/23,0,,,,,2021/12/27,2223,,,,,,,
2021/12/23,541,,,,,2021/12/27,3719,,,,,,,
2021/11/11,25,,,,,2021/12/27,2926,,,,,,,
2021/11/11,46,,,,,2022/1/5,2301,,,,,,,
2021/11/11,70,,,,,2022/1/5,3177,,,,,,,
2021/11/11,75,,,,,2022/1/5,3566,,,,,,,
2021/11/11,0,,,,,2022/1/5,2943,,,,,,,
2021/11/11,0,,,,,2022/2/18,3015,,,,,,,
2021/8/30,0,,,,,2022/2/18,3154,,,,,,,
2021/10/10,0,,,,,2022/2/18,3124,,,,,,,
2021/10/10,100,,,,,2022/2/18,2724,,,,,,,
2021/12/4,2525,,,,,2022/4/16,2360,,,,,,,
2022/1/8,75,,,,,2022/4/16,2767,,,,,,,
2022/1/8,23,,,,,2022/4/16,3114,,,,,,,
2022/1/8,0,,,,,2022/4/16,3338,,,,,,,
2022/3/31,247,,,,,2022/4/16,110,,,,,,,
2022/3/31,213,,,,,2022/4/8,2059,,,,,,,
2022/3/31,25,,,,,2022/4/8,2231,,,,,,,
2022/3/31,0,,,,,2022/4/8,2592,,,,,,,
2021/12/23,0,,,,,2022/4/8,2372,,,,,,,
2021/8/30,0,,,,,2022/4/8,3442,,,,,,,
2021/8/30,50,,,,,2022/4/8,2697,,,,,,,
2021/8/30,24,,,,,2022/4/8,0,,,,,,,
2021/10/10,148,,,,,2021/12/6,3154,,,,,,,
2021/10/10,621,,,,,2021/12/6,2831,,,,,,,
2021/10/10,225,,,,,2021/12/6,2875,,,,,,,
2021/10/10,171,,,,,2021/12/6,3324,,,,,,,
2021/10/10,25,,,,,2021/12/6,3044,,,,,,,
2021/10/10,75,,,,,2021/9/27,3226,,,,,,,
2021/10/10,0,,,,,2021/9/27,3008,,,,,,,
2021/10/10,148,,,,,2021/9/27,2815,,,,,,,
2021/10/10,25,,,,,2021/11/11,3088,,,,,,,
2021/12/4,483,,,,,2021/11/11,4381,,,,,,,
2021/12/4,0,,,,,2021/11/11,3201,,,,,,,
2022/1/8,0,,,,,2022/1/26,3068,,,,,,,
2022/1/8,48,,,,,2022/1/26,574,,,,,,,
2022/1/8,0,,,,,2022/1/26,2838,,,,,,,
2022/1/8,0,,,,,2022/1/26,2931,,,,,,,
2022/3/31,0,,,,,2021/12/28,1643,,,,,,,
2022/3/31,0,,,,,2021/12/28,3068,,,,,,,
2022/3/31,51,,,,,2021/12/28,2897,,,,,,,
2022/3/31,0,,,,,2021/12/28,2365,,,,,,,
2021/12/23,297,,,,,2021/12/28,3192,,,,,,,
2021/12/23,0,,,,,2021/9/29,3099,,,,,,,
2021/8/30,246,,,,,2021/9/29,2049,,,,,,,
2021/8/30,0,,,,,2021/9/28,3235,,,,,,,
2021/8/30,221,,,,,2021/9/28,2961,,,,,,,
2021/8/30,0,,,,,2021/9/28,3035,,,,,,,
2021/8/30,0,,,,,2021/9/28,2716,,,,,,,
2021/8/30,0,,,,,2021/9/28,0,,,,,,,
2021/10/10,435,,,,,2021/9/28,3057,,,,,,,
2022/5/18,246,,,,,2021/12/13,2506,,,,,,,
2021/11/29,117,,,,,2021/12/13,2690,,,,,,,
2021/11/29,641,,,,,2021/12/13,3869,,,,,,,
2021/11/29,171,,,,,2021/12/13,2873,,,,,,,
2021/12/4,67,,,,,2021/10/19,2480,,,,,,,
2021/12/4,25,,,,,2021/10/19,2959,,,,,,,
2021/12/4,50,,,,,2021/10/19,3049,,,,,,,
2021/12/4,375,,,,,2021/10/19,4244,,,,,,,
2021/12/4,0,,,,,2022/5/19,145,,,,,,,
2021/11/12,71,,,,,2022/5/19,2429,,,,,,,
2021/11/12,50,,,,,2022/5/19,2493,,,,,,,
2021/11/12,0,,,,,2022/5/19,2417,,,,,,,
2021/11/12,71,,,,,2022/5/19,2889,,,,,,,
2022/5/18,45,,,,,2021/10/17,3063,,,,,,,
2022/5/18,197,,,,,2021/10/17,3113,,,,,,,
2022/5/18,50,,,,,2021/10/17,4216,,,,,,,
2022/5/18,315,,,,,2022/1/30,419,,,,,,,
2021/12/23,25,,,,,2022/1/30,3264,,,,,,,
2021/12/23,25,,,,,2022/1/30,2407,,,,,,,
2021/10/11,173,,,,,2022/1/30,3256,,,,,,,
2021/8/30,406,,,,,2022/5/17,2974,,,,,,,
2021/8/30,25,,,,,2022/5/17,2638,,,,,,,
2021/8/30,284,,,,,2022/5/17,1700,,,,,,,
2021/8/30,50,,,,,2022/5/17,2277,,,,,,,
2022/5/18,45,,,,,2021/12/26,3060,,,,,,,
2022/5/18,95,,,,,2022/5/22,2855,,,,,,,
2022/5/18,25,,,,,2022/5/22,2544,,,,,,,
2022/5/18,0,,,,,2022/5/22,2629,,,,,,,
2021/11/29,140,,,,,2022/5/22,3918,,,,,,,
2021/11/29,252,,,,,2022/5/22,3068,,,,,,,
2021/11/29,342,,,,,2021/10/20,2466,,,,,,,
2021/11/29,125,,,,,2021/10/20,3001,,,,,,,
2021/11/29,171,,,,,2021/10/1,3977,,,,,,,
2021/11/29,75,,,,,2021/10/7,2965,,,,,,,
2021/11/29,100,,,,,2021/10/7,2949,,,,,,,
2021/11/12,125,,,,,2021/10/7,4363,,,,,,,
2021/11/12,100,,,,,2021/10/7,2515,,,,,,,
